key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
128,"Brief-Chocobo-Küken",4,"Brief-Chocobo-Küken",1,0,1,2,0,990,100,10,0,0,0,2,0,0,0,8,3,True,False,True,False,True,0,False,True,4524,5,True,0,20,405,35,360,30,1,634,1
129,"Kain-Puppe",3,"Kain-Puppen",1,0,1,1,0,989,80,10,0,0,0,1,0,0,0,8,242,False,True,False,True,False,0,True,True,4525,12041,True,0,30,440,46,0,20,1,620,3
130,"Aufzieh-Alphinaud",3,"Aufzieh-Alphinaud",1,0,1,0,0,884,100,10,0,0,0,1,0,0,0,8,262,False,True,False,True,False,0,False,True,4519,9008,True,0,10,420,4,120,20,1,633,3
131,"Aufzieh-Alisaie",3,"Aufzieh-Alisaie",1,0,1,1,0,885,100,10,0,0,0,1,0,0,0,8,262,False,True,False,True,False,0,False,True,4520,9009,True,0,15,460,1,120,20,2,616,3
132,"Tataru-Puppe",3,"Tataru-Puppe",1,0,1,1,0,892,100,5,5,0,0,1,0,0,0,8,262,False,True,False,True,False,0,False,True,4526,9010,True,0,10,440,12,360,20,2,626,3
133,"Cid-Puppe",3,"Cid-Puppe",1,0,1,1,0,891,100,10,5,0,0,1,0,0,0,8,263,False,True,False,True,False,0,False,True,4527,9011,True,0,30,500,35,360,20,2,634,3
134,"Kleinhorn",4,"Kleinhörner",2,0,1,2,0,890,100,10,0,0,0,2,0,0,0,8,43,True,False,True,False,True,0,False,True,4528,3006,True,0,10,415,18,360,30,1,624,1
135,"Aufzieh-Gundo",3,"Aufzieh-Gundo",1,0,1,0,0,889,100,10,0,0,0,1,0,0,0,8,87,False,True,True,False,False,0,False,True,4557,7010,True,0,10,420,9,0,20,1,620,3
136,"Mini-Atomos",3,"Mini-Atomos",1,0,1,0,0,894,100,10,0,0,0,2,0,0,0,8,69,True,False,False,False,False,0,False,True,4529,1044,True,0,25,460,22,360,20,1,632,2
137,"Eulette",3,"Euletten",1,0,1,1,0,893,100,0,0,0,0,2,2,0,0,8,70,True,False,False,False,True,0,False,True,4530,5003,True,0,25,540,43,0,20,1,620,1
138,"hässlich[a] Entlein",4,"hässlich[a] Entlein",1,0,1,2,0,899,90,20,0,0,0,2,0,0,0,8,71,True,False,True,False,True,0,False,True,4531,5004,True,0,20,480,1,30,20,1,601,1
139,"Geira-Kätzchen",4,"Geira-Kätzchen",1,0,1,2,0,988,100,10,5,0,0,2,2,0,0,8,72,True,False,False,False,True,0,False,True,4532,1045,True,0,15,490,6,30,30,2,606,1
140,"Aufzieh-Schubkarre",3,"Aufzieh-Schubkarren",1,0,1,1,0,896,100,10,0,0,0,1,0,0,0,8,0,False,False,False,False,False,0,False,True,4533,11506,True,0,10,395,12,360,20,1,626,4
141,"Rotpanda-Stofftier",4,"Rotpanda-Stofftiere",2,0,1,2,0,895,70,10,0,0,0,2,1,0,0,8,73,True,False,False,False,True,0,False,True,4534,3007,True,0,25,405,34,0,30,1,620,1
142,"Seite[p] 63",3,"Seiten[p] 63",1,0,1,1,0,900,100,10,0,0,0,2,0,0,0,8,74,True,False,False,False,False,0,False,True,4535,1046,True,0,10,415,1,120,20,1,605,2
143,"Eisenzwerg",4,"Eisenzwerge",2,0,1,0,0,898,100,10,0,0,0,1,0,0,0,8,243,False,True,False,True,False,0,False,True,4536,1047,True,0,10,360,9,0,20,1,620,2
144,"Greifen-Küken",4,"Greifen-Küken",1,0,1,2,0,897,90,10,5,0,0,2,0,0,0,8,75,True,False,False,False,True,0,False,True,4537,1048,True,0,15,310,22,360,20,2,632,2
145,"Eisherz-Puppe",3,"Eisherz-Puppen",1,0,1,1,0,1165,100,5,10,0,0,1,0,0,0,8,269,False,True,False,True,False,0,False,True,4538,9020,True,0,25,400,19,30,30,2,611,3
146,"Gestahl-Schoßhund",4,"Gestahl-Schoßhunde",1,0,1,0,0,1166,100,1,10,0,0,2,0,0,0,8,76,True,False,True,False,True,0,True,True,4539,3008,True,0,10,320,21,0,20,1,620,1
147,"Dampf-Stampfer",4,"Dampf-Stampfer",2,0,1,0,0,1164,100,10,0,0,0,2,0,0,0,8,0,False,False,False,False,False,0,False,True,4540,2004,True,0,15,330,32,0,30,1,620,4
148,"blaublütig[a] Behemoth",3,"blaublütig[a] Behemoth",1,0,1,0,0,1162,100,10,0,0,0,2,0,0,0,8,5,True,False,True,False,True,0,False,True,4541,1002,True,90,15,400,9,0,20,1,620,2
149,"Begleitmodul",4,"Begleitmodule",2,0,1,2,0,1163,100,3,8,0,0,2,0,0,0,8,77,True,False,False,True,False,0,False,True,4542,11006,True,0,30,630,6,360,30,1,600,4
150,"Yugiri-Puppe",3,"Yugiri-Puppen",1,0,1,1,0,1167,100,10,0,0,0,1,0,0,0,8,271,False,True,False,True,False,0,False,True,4543,9021,True,0,15,335,11,360,20,1,617,3
151,"Peridot-Karfunkel",4,"Peridot-Karfunkel",2,0,1,2,0,1168,80,10,0,0,0,1,0,0,0,8,245,False,True,False,True,False,0,False,True,4544,10010,True,0,20,430,38,120,20,1,609,1
152,"Heliodor-Karfunkel",4,"Heliodor-Karfunkel",2,0,1,2,0,1068,80,10,0,0,0,1,0,0,0,8,245,False,True,False,True,False,0,False,True,4545,10011,True,0,15,610,10,0,20,1,620,1
153,"",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,0,0,False,0,0,0,0,0,0,0,0,0
154,"Goldrausch-Karre",3,"Goldrausch-Karren",1,0,1,1,0,1212,100,10,0,0,0,1,0,0,0,8,0,False,False,False,False,False,0,False,True,4547,11505,True,0,15,445,39,0,20,1,620,4
155,"Primog-Kapelle",3,"Primog-Kapellen",1,0,1,1,0,991,50,30,0,0,0,1,4,0,0,8,233,False,True,False,False,False,0,False,True,4523,12,True,0,15,460,11,360,20,1,617,3
156,"Gnath-Puppe",3,"Gnath-Puppen",1,0,1,1,0,1169,100,10,0,0,0,1,0,0,0,8,277,False,True,False,True,False,0,False,True,4570,7009,True,0,20,480,12,360,20,1,626,3
157,"Paissa-Fratz",2,"Paissa-Fratzen",1,0,1,0,0,1170,100,10,0,0,0,2,0,0,0,8,273,True,False,False,True,False,0,False,True,4558,1049,True,0,25,620,46,0,20,1,620,2
158,"Indigohand-Puppe",3,"Indigohand-Puppen",1,0,1,1,0,1171,90,10,0,0,0,1,0,0,0,8,207,False,True,False,True,False,0,False,True,4559,7001,True,0,10,390,18,360,30,1,624,3
159,"Kürbis-Butler",4,"Kürbis-Butler",2,0,1,0,0,1172,100,10,0,0,0,2,0,0,0,8,42,True,False,True,False,True,0,False,True,4548,1025,True,0,15,420,13,30,20,1,613,1
160,"Aufzieh-Echidna",3,"Aufzieh-Echidnas",1,0,1,1,0,1322,100,10,0,0,0,1,0,0,0,8,275,False,True,False,True,False,0,False,True,4560,2102,True,0,20,410,45,0,60,1,620,2
161,"Relm-Puppe",3,"Relm-Puppen",1,0,1,1,0,1176,100,10,0,0,0,1,0,0,0,8,276,False,True,False,True,False,0,False,True,4561,12061,True,0,10,415,10,0,20,1,620,3
162,"Jagdfalke",8,"Jagdfalken",1,0,1,0,0,1173,100,10,0,0,0,2,2,0,0,8,78,True,False,False,False,False,0,False,True,4562,5005,True,0,20,520,13,30,20,1,604,1
163,"Stumpfauge",4,"Stumpfaugen",1,0,1,2,0,1174,100,10,0,0,0,2,1,0,0,8,79,True,False,False,False,False,0,False,True,4563,1050,True,0,15,420,19,30,30,1,613,2
164,"Pinguinprinz",1,"Pinguinprinzen",1,0,1,0,0,1175,100,10,0,0,0,2,0,0,0,8,80,True,False,False,False,False,0,False,True,4564,5006,True,130,10,415,36,360,30,1,634,1
165,"Uhrwerk-Twintania",3,"Uhrwerk-Twintanias",1,0,1,0,0,1319,100,10,0,0,0,1,0,0,0,8,81,False,True,False,True,False,0,False,True,4565,2001,True,0,25,380,12,360,20,1,618,2
166,"Korpokkur-Pflänzchen",4,"Korpokkur-Pflänzchen",1,0,1,2,0,1320,100,10,0,0,0,2,0,0,0,8,82,True,False,False,False,False,0,False,True,4566,1051,True,0,15,440,20,120,20,1,605,1
167,"Firion-Puppe",3,"Firion-Puppen",0,0,1,1,0,1321,100,10,0,0,0,1,0,0,0,8,239,False,True,False,True,False,0,False,True,4549,12021,True,0,25,600,4,120,20,1,605,3
168,"Mini-Ifrit",3,"Mini-Ifrits",1,0,1,0,0,1318,100,10,0,0,0,1,0,0,0,8,83,False,True,False,False,False,0,False,True,4567,8001,True,0,20,380,1,120,20,1,610,2
169,"Mini-Garuda",3,"Mini-Garudas",1,0,1,1,0,1330,90,10,0,0,0,1,2,0,0,8,83,False,True,False,True,False,0,False,True,4572,8002,True,0,20,495,26,360,20,1,619,2
170,"Mini-Titan",4,"Mini-Titane",2,0,1,0,0,1331,100,10,0,0,0,1,0,0,0,8,83,False,True,False,True,False,0,False,True,4573,8003,True,0,15,380,19,30,30,1,613,2
171,"Mini-Leviathan",4,"Mini-Leviathan",2,0,1,0,0,1332,100,10,0,0,0,1,0,0,0,8,83,False,True,False,True,False,0,False,True,4574,8004,True,0,30,455,32,0,40,1,620,2
172,"Aufzieh-Zundo-Krieger",4,"Aufzieh-Zundo-Krieger",2,0,1,0,0,1423,100,10,0,0,0,1,0,0,0,8,87,False,True,False,True,False,0,False,True,4569,7010,True,0,25,630,11,360,20,1,617,3
173,"Haurchefant-Puppe",3,"Haurchefant-Puppen",1,0,1,1,0,1334,100,10,2,0,0,1,0,0,0,8,272,False,True,False,True,False,0,False,True,4568,9022,True,0,30,530,10,0,20,1,620,3
174,"Nero-Puppe",3,"Nero-Puppen",1,0,1,1,0,1335,100,10,0,0,0,1,0,0,0,8,278,False,True,False,True,False,0,False,True,4575,9023,True,0,20,420,49,0,30,1,620,3
175,"Vath-Puppe",3,"Vath-Puppen",1,0,1,1,0,1343,100,10,0,0,0,1,0,0,0,8,277,False,True,False,True,False,0,False,True,4571,7008,True,0,15,430,17,0,20,1,620,3
176,"Fäustchen",4,"Fäustchen",1,0,1,2,0,1458,100,10,0,0,0,1,0,0,0,8,236,False,True,False,True,False,0,False,True,4576,2003,True,0,30,390,1,30,60,1,604,2
177,"neu[a] Y'shtola-Puppe",3,"neu[a] Y'shtola-Puppen",1,0,1,1,0,1333,100,10,0,0,0,1,0,0,0,8,262,False,True,False,True,False,0,False,True,4596,9001,True,0,25,480,22,360,20,1,632,3
178,"Calco-Puppe",3,"Calco-Puppen",1,0,1,1,0,1461,100,0,10,0,0,1,4,0,0,8,270,False,True,False,True,False,0,False,True,4577,1052,True,0,10,370,51,360,20,2,618,2
179,"Brina-Puppe",3,"Brina-Puppen",1,0,1,1,0,1462,100,0,10,0,0,1,4,0,0,8,270,False,True,False,True,False,0,False,True,4578,1053,True,0,15,410,50,360,20,2,617,2
180,"Morpho",4,"Morphos",1,0,1,0,0,1459,80,20,0,0,0,2,3,0,0,8,304,False,False,False,False,False,0,False,True,4579,1054,True,0,20,470,20,120,30,1,602,1
181,"Poro Roggo",4,"Poro Roggos",1,0,1,0,0,1466,100,10,0,0,0,2,0,0,0,8,305,True,False,True,False,True,0,False,True,4580,1055,True,0,20,420,38,30,20,1,640,1
182,"Aufzieh-Edward",4,"Aufzieh-Edwards",1,0,1,0,0,1484,100,10,0,0,0,1,0,0,0,8,306,False,True,False,True,False,0,False,True,4581,12042,True,0,15,400,12,360,20,1,619,3
183,"Fenrir-Welpe",8,"Fenrir-Welpen",1,0,1,0,0,1467,100,10,0,0,0,2,0,0,0,8,307,True,False,True,False,True,0,False,True,4582,1056,True,0,15,380,11,360,20,1,617,2
184,"Drachenjung[a]",3,"Drachenjung[a]",0,0,1,2,0,1463,100,10,0,0,0,1,2,0,0,8,308,False,True,False,True,True,0,False,True,4597,7011,True,0,30,510,1,30,20,1,601,1
185,"Mini-Ramuh",3,"Mini-Ramuh",1,0,1,0,0,1544,90,10,0,0,0,1,0,0,0,8,83,False,True,False,True,False,0,False,True,4598,8005,True,0,25,515,1,30,30,1,603,2
186,"Mini-Shiva",3,"Mini-Shiva",1,0,1,1,0,1545,90,10,0,0,0,1,0,0,0,8,83,False,True,False,True,False,0,False,True,4599,8006,True,0,10,420,19,30,30,1,611,2
187,"Ferkelchen",3,"Ferkelchen",1,0,1,2,0,1465,100,2,0,0,30,2,0,0,0,8,311,True,False,False,True,True,0,False,True,4600,12902,True,0,10,375,29,360,20,1,623,1
188,"magisch[a] Eimer",4,"magisch[a] Eimer",2,0,1,0,0,1464,100,5,1,0,0,1,0,0,0,8,0,False,False,False,True,False,0,False,True,4601,11509,True,0,15,530,18,360,30,1,624,4
189,"Tentakel",4,"Tentakel",2,0,1,2,0,1469,100,10,0,0,0,2,0,0,0,8,313,True,False,False,True,False,0,False,True,4602,1057,True,0,25,480,38,30,20,1,640,2
190,"Brachiosaurus-Baby",4,"Brachiosaurus-Babys",1,0,1,2,0,1470,100,10,0,0,0,1,0,0,0,8,314,False,True,False,True,False,0,False,True,4603,1058,True,0,30,490,23,30,20,1,613,3
191,"Aufzieh-Cheerleaderin",3,"Aufzieh-Cheerleaderinnen",1,0,1,1,0,1468,100,0,10,0,0,2,6,0,0,8,315,False,True,False,True,False,0,True,True,4604,10013,True,0,15,440,11,360,20,1,617,3
192,"Krile-Puppe",3,"Krile-Puppen",1,0,1,1,0,1336,100,10,0,0,0,1,0,0,0,8,262,False,True,False,True,False,0,False,True,4605,9012,True,0,10,390,12,360,20,1,626,3
193,"Aymeric-Puppe",3,"Aymeric-Puppen",1,0,1,1,0,1547,100,10,0,0,0,1,0,0,0,8,317,False,True,False,True,False,0,False,True,4606,9024,True,0,30,465,34,0,30,1,620,3
194,"Pegasus-Fohlen",4,"Pegasus-Fohlen",1,0,1,2,0,1650,100,10,0,0,0,2,0,0,0,8,318,True,False,True,False,True,0,False,True,4613,1059,True,0,25,500,18,360,30,1,624,1
195,"Mini-Calofisteri",3,"Mini-Calofisteri",1,0,1,1,0,1546,100,10,0,0,0,1,0,0,0,8,319,False,True,True,False,False,0,False,True,4607,2103,True,0,25,440,10,0,20,1,620,2
196,"Sasquatch-Stofftier",4,"Sasquatch-Stofftiere",2,0,1,2,0,1386,100,10,0,0,0,1,0,0,0,8,320,False,True,False,True,False,0,False,True,4608,1060,True,0,15,420,37,0,20,1,620,2
197,"Zwergkaninchen",4,"Zwergkaninchen",1,0,1,2,0,1387,100,10,0,0,0,2,0,0,0,8,321,True,False,True,False,True,0,False,True,4609,3009,True,0,20,450,36,360,30,1,634,1
198,"Hektokulinchen",4,"Hektokulinchen",1,0,1,2,0,1385,100,10,0,0,0,2,0,0,0,8,322,True,False,True,False,True,0,False,True,4610,1061,True,0,10,450,19,120,30,1,608,2
199,"Daoisten-Mogry",4,"Daoisten-Mogrys",1,0,1,0,0,1548,100,10,0,0,0,1,4,0,0,8,233,False,True,False,True,False,0,False,True,4611,13,False,0,10,410,38,120,20,1,614,3
200,"Jibanyan",3,"Jibanyans",1,0,0,0,1,1390,100,10,0,0,0,2,0,0,0,8,324,True,False,True,False,True,0,False,True,4584,13003,False,0,25,620,1,30,20,1,606,2
201,"Komasan",3,"Komasans",1,0,0,0,1,1391,100,10,0,0,0,2,0,0,0,8,324,True,False,True,False,True,0,False,True,4586,13004,False,0,20,520,35,360,20,1,634,2
202,"Whisper",3,"Whispers",1,0,0,0,1,1392,100,10,0,0,0,2,0,0,0,8,324,True,False,False,True,False,0,False,True,4592,13005,False,0,15,420,14,30,20,1,621,2
203,"Glazia",3,"Glazias",1,0,0,1,1,1393,100,10,0,0,0,2,0,0,0,8,324,True,False,True,False,True,0,False,True,4594,13006,False,90,10,360,11,360,30,1,617,2
204,"Kyubi",3,"Kyubis",1,0,0,0,1,1394,100,10,0,0,0,2,0,0,0,8,324,True,False,True,False,True,0,False,True,4591,13007,False,0,25,630,1,120,20,1,610,2
205,"Komajiro",3,"Komajiros",1,0,0,0,1,1395,100,10,0,0,0,2,0,0,0,8,324,True,False,True,False,True,0,False,True,4587,13008,False,0,15,510,20,120,20,1,633,2
206,"Möter",4,"Möter",1,0,0,0,1,1396,100,10,0,0,0,2,0,0,0,8,324,True,False,False,True,True,0,False,True,4595,13009,False,0,15,530,1,120,20,1,627,2
207,"Noko",3,"Nokos",1,0,0,2,1,1397,100,10,0,0,0,2,0,0,0,8,324,True,False,True,False,True,0,False,True,4588,13010,False,0,20,650,27,360,30,1,615,2
208,"Viptor",3,"Viptors",1,0,0,0,1,1398,100,10,0,0,0,2,0,0,0,8,324,True,False,True,False,True,0,False,True,4590,13011,False,0,30,630,1,120,20,1,605,2
209,"Shogunyan",3,"Shogunyans",1,0,0,0,1,1399,100,10,0,0,0,2,0,0,0,8,324,True,False,False,True,True,0,False,True,4583,13012,False,0,20,650,4,30,20,1,604,2
210,"Hovernyan",3,"Hovernyans",1,0,0,0,1,1400,100,10,0,0,0,2,0,0,0,8,324,True,False,True,False,True,0,False,True,4585,13013,False,0,10,365,1,30,30,1,606,2
211,"Robonyan[p] F-Type",3,"Robonyans[p] F-Type",1,0,0,0,1,1401,100,10,0,0,0,2,0,0,0,8,324,True,False,True,False,True,0,False,True,4593,13014,False,0,10,400,5,360,30,1,600,2
212,"Usapyon",3,"Usapyons",1,0,0,0,1,1402,100,10,0,0,0,2,0,0,0,8,324,True,False,False,True,True,0,False,True,4589,13015,False,0,15,550,1,30,20,1,612,2
213,"",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,0,0,False,0,0,0,0,0,0,0,0,0
214,"Namingway-Puppe",3,"Namingway-Puppen",1,0,1,1,0,1614,100,0,10,0,0,2,0,0,0,8,325,True,False,False,False,True,0,False,True,4614,12043,True,0,20,450,29,360,20,1,623,3
215,"Mini-Alexander",4,"Mini-Alexander",1,0,1,0,0,1618,100,10,0,0,0,2,0,0,0,8,326,False,False,False,False,False,0,False,True,4615,2006,True,0,25,600,12,360,20,1,626,2
216,"Frischling",4,"Frischlinge",2,0,1,0,0,1615,100,10,0,0,0,2,0,0,0,8,327,True,False,False,False,True,0,False,True,4616,1062,True,0,30,450,11,360,20,1,617,1
217,"neu[a] Thancred-Puppe",3,"neu[a] Thancred-Puppen",1,0,1,1,0,1616,100,10,0,0,0,1,0,0,0,8,262,False,True,False,True,False,0,False,True,4617,9003,True,0,15,420,19,120,30,1,608,3
218,"neu[a] Alisaie-Puppe",3,"neu[a] Alisaie-Puppen",1,0,1,1,0,1617,100,10,0,0,0,1,0,0,0,8,262,False,True,False,True,False,0,False,True,4618,9009,True,0,10,390,9,0,20,1,620,3
219,"Edda-Puppe",3,"Edda-Puppen",1,0,1,1,0,1626,100,10,0,0,0,1,0,0,0,8,330,False,True,False,False,False,0,False,True,4619,9025,True,0,25,420,14,30,20,1,604,2
220,"Yuna-Puppe",3,"Yuna-Puppen",1,0,1,1,0,1611,100,10,0,0,0,1,0,0,0,8,331,False,True,False,True,False,0,False,True,4620,12101,True,0,30,500,27,360,30,1,615,3
221,"Rikku-Puppe",3,"Rikku-Puppen",1,0,1,1,0,1612,100,10,0,0,0,1,0,0,0,8,331,False,True,False,True,False,0,False,True,4621,12102,True,0,15,420,35,360,25,1,634,3
222,"Lulu-Puppe",3,"Lulu-Puppen",1,0,1,1,0,1613,100,10,0,0,0,1,0,0,0,8,331,False,True,False,True,False,0,False,True,4622,12103,True,0,20,430,1,120,20,1,616,3
223,"",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,0,False,False,0,0,False,0,0,0,0,0,0,0,0,0
224,"Moenbryda-Puppe",3,"Moenbryda-Puppen",1,0,1,1,0,1651,100,10,0,0,0,1,0,0,0,8,262,False,True,False,True,False,0,False,True,4624,9013,True,0,10,400,32,0,30,1,620,3
225,"Circus-Auge",4,"Circus-Augen",1,0,1,2,0,1769,100,30,0,0,0,2,0,0,0,8,30,True,False,False,True,True,0,False,True,4625,1024,True,0,15,430,28,120,20,1,605,2
226,"Bulldoggenwelpe",8,"Bulldoggenwelpen",1,0,1,0,0,1690,100,30,0,0,0,2,0,0,0,8,88,True,False,True,False,True,0,False,True,4626,1063,True,0,10,420,22,360,20,1,632,1
227,"Liebesengel",4,"Liebesengel",2,0,1,0,0,1691,100,30,0,0,0,1,0,0,0,8,335,False,True,True,False,False,0,False,True,4627,10014,True,0,15,450,39,0,20,1,620,3
228,"Estinien-Puppe",3,"Estinien-Puppen",1,0,1,1,0,1693,100,30,0,0,0,1,0,0,0,8,336,False,True,False,True,False,233,True,True,4628,9026,True,0,10,380,40,0,30,1,631,3
229,"Hraesvelgr-Stofftier",4,"Hraesvelgr-Stofftiere",2,0,1,2,0,1694,100,30,0,0,0,1,0,0,0,8,269,False,True,True,False,False,0,False,True,4629,9505,True,0,25,500,29,360,20,1,623,2
230,"Gigi",3,"Gigi",1,0,0,0,1,1695,100,30,0,0,0,1,0,0,0,8,268,False,True,False,True,False,0,False,True,4630,10005,True,0,20,445,31,0,30,1,620,3
231,"Anima",3,"Anima",1,0,1,1,0,1697,100,30,0,0,0,2,0,0,0,8,338,True,False,True,False,True,0,False,True,4631,10015,True,0,25,480,11,360,20,1,618,3
232,"Aufzieh-Scathach",3,"Aufzieh-Scathach",1,0,1,1,0,1782,100,30,0,0,0,1,0,0,0,8,339,False,True,False,True,False,0,False,True,4632,2104,True,0,10,420,38,120,20,2,609,2
233,"Nidhogg-Stofftier",4,"Nidhogg-Stofftiere",2,0,1,2,0,1783,100,30,0,0,0,1,0,0,0,8,340,False,True,False,True,False,228,False,True,4633,9506,True,0,30,450,1,120,20,1,616,2
234,"Höllenhundwelpe",8,"Höllenhundwelpen",1,0,1,0,0,1791,100,30,0,0,0,2,0,0,0,8,89,True,False,True,False,True,0,False,True,4634,1064,True,0,15,420,43,0,20,1,620,1
235,"Aufzieh-Ohl Deeh",4,"Aufzieh-Ohl Deeh",1,0,1,0,0,1856,100,10,0,0,0,1,2,0,0,8,308,False,True,False,True,True,0,False,True,4636,7012,True,0,20,450,35,360,30,1,634,1
236,"portabl[a] Studiomond",4,"portabl[a] Studiomonde",2,0,1,0,0,1855,100,0,0,0,0,3,8,0,0,8,0,False,False,False,False,False,0,False,True,4637,11502,True,0,30,500,11,360,20,1,617,4
237,"schiffbrüchig[a] Chocobo-Küken",4,"schiffbrüchig[a] Chocobo-Küken",1,0,1,2,0,1696,100,30,0,0,0,2,0,0,0,8,3,True,False,True,False,True,0,False,True,4638,9,True,0,25,580,4,30,20,1,604,1
238,"Bartz-Puppe",3,"Bartz-Puppen",1,0,1,1,0,1692,100,30,0,0,0,2,0,0,0,8,279,False,True,False,True,False,0,False,True,4639,12051,True,0,30,450,5,360,30,2,619,3
239,"Rotmagier-Puppe",3,"Rotmagier-Puppen",1,0,1,1,0,1698,100,30,0,0,0,1,0,0,0,8,223,False,True,False,True,False,0,False,True,4640,12011,True,0,20,445,18,360,30,1,624,3
240,"Feenhundwelpe",8,"Feenhundwelpen",1,0,1,0,0,1859,100,30,0,0,0,2,0,0,0,8,89,True,False,True,False,True,0,False,True,4635,1065,True,0,20,440,34,0,30,1,620,1
241,"obskur[a] Otter",4,"obskur[a] Otter",2,0,1,0,0,1786,100,30,0,0,0,2,0,0,0,8,280,True,False,True,False,True,0,False,True,4641,4003,True,0,20,500,23,120,30,1,631,1
242,"Fuchswelpe",8,"Fuchswelpen",1,0,1,0,0,1784,100,10,0,0,0,2,0,0,0,8,281,True,False,True,False,True,0,False,True,4642,3010,True,0,25,500,27,360,30,2,615,1
243,"Tora-jiro",3,"Tora-jiro",1,0,0,0,1,1785,100,10,0,0,0,2,0,0,0,8,13,True,False,True,False,True,0,False,True,4643,3011,True,90,20,440,19,120,30,1,608,1
244,"winzig[a] Tatsunoko",3,"winzig[a] Tatsunoko",1,0,1,0,0,1787,100,10,0,0,0,2,0,0,0,8,282,True,False,True,False,True,0,False,True,4644,1066,True,0,10,300,49,0,30,1,620,1
245,"Igelbomber",4,"Igelbomber",2,0,1,0,0,1790,100,10,0,0,0,2,0,0,0,8,284,True,False,True,False,False,0,False,True,4645,1067,True,90,10,470,12,360,20,1,626,2
246,"Bom Boko",4,"Bom Bokos",1,0,1,0,0,1788,100,10,0,0,0,2,0,0,0,8,281,True,False,True,False,True,0,False,True,4646,3012,True,0,20,450,10,0,20,2,620,1
247,"Straßenspatz",6,"Straßenspatzen",1,0,1,0,0,1789,100,10,0,0,0,2,3,0,0,8,285,True,False,True,False,True,0,False,True,4647,5007,True,0,10,450,14,30,20,1,607,1
248,"Lyse-Puppe",3,"Lyse-Puppen",1,0,1,1,0,1824,100,10,10,0,0,1,0,0,0,8,262,False,True,False,True,False,0,False,True,4648,9004,True,0,25,500,1,30,20,1,606,3
249,"neu[a] Yugiri-Puppe",3,"neu[a] Yugiri-Puppen",1,0,1,1,0,1825,100,10,0,0,0,1,0,0,0,8,271,False,True,False,True,False,0,False,True,4649,9021,True,0,30,310,20,120,20,1,631,3
250,"Gosetsu-Puppe",3,"Gosetsu-Puppen",1,0,1,1,0,1826,100,10,0,0,0,1,0,0,0,8,271,False,True,False,True,False,0,False,True,4650,9027,True,0,15,320,4,30,20,2,604,3
251,"Yotsuyu-Puppe",3,"Yotsuyu-Puppen",1,0,1,1,0,1827,100,10,0,0,0,1,0,0,0,8,287,False,True,False,True,False,0,False,True,4651,9028,True,0,10,290,35,360,30,1,634,3
252,"Aufzieh-Grynewaht",3,"Aufzieh-Grynewahts",1,0,1,0,0,1828,100,10,10,0,0,1,0,0,0,8,289,False,True,False,True,False,0,False,True,4652,9035,True,0,30,590,38,30,20,1,604,2
253,"Aufzieh-Namazuo",4,"Aufzieh-Namazuos",1,0,1,0,0,1830,100,10,0,0,0,2,0,0,0,8,290,False,True,True,False,False,0,False,True,4653,6002,True,0,25,510,28,120,20,1,605,3
254,"Ivon Coeurlfaust-Puppe",3,"Ivon Coeurlfaust-Puppen",1,0,1,1,0,1831,100,10,0,0,0,2,0,0,0,8,291,False,True,True,False,False,0,False,True,4654,1068,True,0,20,390,42,0,20,1,620,2
255,"Aufzieh-Chimära",3,"Aufzieh-Chimären",1,0,1,1,0,1832,100,10,0,0,0,1,0,0,0,8,292,False,True,False,True,False,0,False,True,4655,10016,True,0,25,510,26,120,20,1,622,2
256,"Aufzieh-Fleischfresser",4,"Aufzieh-Fleischfresser",2,0,1,0,0,1833,100,10,0,0,0,1,0,0,0,8,206,False,True,False,True,False,0,False,True,4656,6001,True,0,25,480,37,0,20,1,620,3
257,"A-Rächer[p] der XII. Legion",4,"A-Rächer[p] der XII. Legion",2,0,1,0,0,1834,100,10,0,0,0,1,0,0,0,8,320,False,True,False,True,False,0,False,True,4657,11007,True,0,15,360,15,0,20,1,620,3
258,"Ghido",3,"Ghidos",1,0,1,0,0,1895,100,10,0,0,0,2,0,0,0,8,293,True,False,True,False,True,259,False,True,4658,4004,True,0,10,330,43,0,20,1,620,1
259,"Aufzieh-Exdeath",4,"Aufzieh-Exdeaths",1,0,1,0,0,1896,100,10,0,0,0,1,0,0,0,8,294,False,True,False,True,False,258,False,True,4659,2007,True,0,25,440,41,0,20,1,620,2
260,"Khloe-Puppe",3,"Khloe-Puppen",1,0,1,1,0,1897,100,10,0,0,0,1,0,0,0,8,295,False,True,False,True,False,0,False,True,4660,9031,True,0,15,520,25,360,20,1,625,3
261,"Susano-Puppe",3,"Susano-Puppen",1,0,1,1,0,1898,100,10,0,0,0,1,0,0,0,8,83,False,True,False,True,False,0,False,True,4661,8010,True,0,20,400,38,30,20,1,640,2
