key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
38,8049671,0,False,0,17,20,70,70,500,2,20,"ev_snipe0cf","ev_snipe_hit0f","ev_snipe_mis0f","",0,True,8049677,8049678,8049679,8049697,0,0,0,0,76,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beschütze den Wachsoldaten!","Bewaffnet mit einem Blasrohr und Entfluchungspfeilen, beschützt du den Wachsoldaten vor nahenden Ghilman.","Fehlschlag: Ghulam erreicht den Soldaten","Ghilman besiegen","","","","","","","","Pfeil abschießen",35,35
39,8225532,0,False,0,9,9,22,6,0,0,20,"ev_snipe_clic0f","","","",0,False,8225506,8225509,8225510,8225511,0,0,0,0,77,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gib Chai-Nuzz das Zeichen!","Warte auf den richtigen Augenblick, damit Chai-Nuzz sich dem Talos nähern kann.","Fehlschlag: Chai-Nuzz wird entdeckt","Zeichen geben","","","","","","","","Zeichen geben",35,35
40,8149851,0,False,0,7,3,25,25,1300,3,20,"ev_snipe4cf","ev_snipe4_hit0f","ev_snipe4_mis0f","",0,False,8149746,8149747,8149748,8149749,0,0,0,0,80,80,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wehre die herannagende Gefahr ab!","Schütz die Pixie, indem du alle herannahenden Nager mit Schutz-Quiexies abschießt.","Fehlschlag: Nager erreicht blumensammelnde Pixie","Nager abschießen","","","","","","","","Schutz-Quiexie abschießen",35,35
41,0,0,False,0,0,0,0,0,0,0,0,"","","","",0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","",0,0
42,0,0,False,0,0,0,0,0,0,0,0,"","","","",0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","",0,0
43,0,0,False,0,0,0,0,0,0,0,0,"","","","",0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","",0,0
44,0,0,False,0,0,0,0,0,0,0,0,"","","","",0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","",0,0
45,8225545,0,False,0,12,5,14,21,0,0,20,"ev_snipe_clic0f","","","",0,False,8225537,8225538,8229226,8225539,8225540,8225541,8225542,0,77,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gib Chai-Nuzz das Zeichen!","Warte auf den richtigen Augenblick, damit Chai-Nuzz sich dem Talos nähern kann.","Fehlschlag: Chai-Nuzz wird entdeckt","Zeichen geben","","","","","","","","Zeichen geben",35,35
46,8910706,0,False,0,28,45,72,10,55,0,20,"ev_snipe_clic0f","","","",0,False,8912052,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,8910708,8910709,8910710,9068675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finde bei M-017 eine Anomalie!","Wenn M-017 wirklich mit der Meister-Einheit in Verbindung steht, sollte sich bei ihm eine Anomalie zeigen, wenn Alisaie der Konsole einen Stromschlag versetzt.","","Anomalie bei M-017 markieren","","","","","","","","Markieren",35,35
47,0,0,False,0,0,0,0,0,0,0,0,"","","","",0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","",0,0
48,8944040,0,False,0,10,16,50,60,1000,2,6,"ev_snipe5ct","ev_snipe5_hit0t","ev_snipe5_mis0t","",0,True,8944035,8944036,8944037,8944038,0,0,0,0,89,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Halte die Colossi auf!","Benutze die Plasmakanone, um die Magitek-Colossi zu Fall zu bringen.","Fehlschlag: Einer der Magitek-Colossi kommt dem Legionär zu nahe.","Die Magitek-Colossi funktionsuntüchtig schießen","","","","","","","","",35,35
49,8960452,0,False,0,15,2,108,115,1200,1,20,"ev_snipe6ct","ev_snipe6_hit0t","ev_snipe6_mis0t","",0,False,8960454,8960455,8964649,8964650,8964651,8964652,8964653,8964654,90,91,91,91,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,2400,2400,2400,2400,20000,20000,1,0,0,0,0,0,0,0,8964655,8964656,8964657,8964658,8964659,8964660,8964661,8964662,0,0,0,0,0,0,0,0,0,0,0,0,"Stoppe Runningway!","Runningway ist ein rastloses Plappermaul.<hex:02100103>Stoppe den rasenden Rammler mit einem gut gezielten Wurf!<hex:02100103>Aber Achtung! Nicht die Falschen treffen!","Fehlschlag: Einen der gehetzten Loporrit treffen","Runningway mit dem Mousse-Glibber treffen","","","","","","","","Mousse-Glibber schmeißen",35,35
50,8960469,0,False,0,20,15,60,50,4000,0,10,"ev_snipe_clic0f","","","",0,False,8960473,8962263,8962264,8960495,0,0,0,0,92,93,94,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Inspiziere die Anlage!","Die Loporrit möchten wissen, wozu diese Anlage dient.<hex:02100103>Lenke ihre Aufmerksamkeit auf die interessantesten Objekte!","","Pilzähnliches Objekt inspizieren","Tankartiges Objekt inspizieren","Röhrenförmiges Objekt inspizieren","","","","","","Inspizieren",35,35
51,9011185,0,False,0,5,20,25,35,2000,1,20,"ev_snipe0cf","ev_snipe_hit0f","ev_snipe_mis0f","",0,False,9011147,9012641,9012642,9012644,0,0,0,0,96,97,98,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Betäube den richtigen Vogel!","Du hilfst Erenville bei der Jagd. Betäube den grünen Vogel mit dem quakenden Ruf.","Fehlschlag: Du betäubst den falschen Vogel.","Den richtigen Vogel betäuben","","","","","","","","Narkosepfeil abschießen",35,35
52,9015090,0,False,0,10,10,45,45,1400,0,20,"ev_snipe_clic0f","","","",0,False,9015404,9015407,9015408,9015410,9015210,0,0,0,100,106,107,108,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,9015207,9015209,9015412,9015413,9015416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beobachte die Omikron!","Die Omikron sollten alle im Bereitschaftsmodus sein. Kannst du vielleicht dennoch einen finden, der sich auffällig aktiv verhält?","","Verdächtigen Omikron finden","","","","","","","","Beobachten",35,35
53,9015599,0,False,0,30,20,50,40,5500,0,20,"ev_snipe_clic0f","","","",0,False,9015595,9015596,9015598,0,0,0,0,0,101,102,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,4500,10000,20000,20000,20000,20000,20000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Betrachte Thaliaks Statue!","Schau dir die Statue von Kopf bis Fuß an und erhalte weitere Informationen über die Geschichte Sharlayans.","","Thaliaks Statue von Kopf bis Fuß betrachten","","","","","","","","Betrachten",30,20
54,9016807,30,False,0,10,12,30,30,2000,0,20,"ev_snipe_clic0f","","","",0,False,9019765,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,9016808,9016811,9016812,9016975,9020884,9020885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zähle die Loporrit!","Du nimmst am Suchspiel „Wo läuft das Langohr?“ teil. Zähle, wie viele Loporrit sich bei den Karottenbeeten aufhalten.","","Die Loporrit zählen","","","","","","","","Zählen",35,35
55,9023743,0,False,0,20,5,20,25,4250,0,10,"ev_snipe_clic0f","","","",0,False,9023738,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hab ein Auge auf Horrea Campi!","Ein Junge wurde beim Lagerhaus Horrea Campi gesichtet. Schau nach, ob er sich dort aufhält.","","Den Jungen aufspüren","","","","","","","","Den Jungen aufspüren",20,15
56,9031095,0,False,0,50,30,80,80,0,0,20,"ev_snipe0cf","ev_snipe_hit0f","ev_snipe_mis0f","",0,False,9031109,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Betäube die lebhafte Kreatur!","Die lebhafte Kreatur muss ruhiggestellt werden. Betäube sie mit einem Narkosepfeil.","","Die Kreatur mit dem Pfeil treffen","","","","","","","","Pfeil abschießen",35,35
57,9221834,0,False,0,40,20,40,90,50,0,20,"ev_snipe_clic0f","","","",0,False,9221835,9221836,9221838,9260021,9260022,0,0,0,114,115,116,117,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Examiniere Patient Hildibrand!","Du beginnst mit der Unter<hex:02160103>such<hex:02160103>ung von Hildibrand. Finde heraus, wie es um seine gesund<hex:02160103>heit<hex:02160103>liche Verfassung steht.","","Von Kopf bis Fuß untersuchen","","","","","","","","Ansehen",0,0
58,9327640,0,False,0,20,9,30,30,4500,0,20,"ev_snipe_clic0f","","","",0,False,9327642,9327643,9327644,0,0,0,0,0,119,122,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,3500,3500,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,9327645,9327646,9327647,9327648,9327649,9327655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finde das UFO!","Im Süden von Lentes Träne wurde ein UFO gesichtet. Finde es!","","Das UFO finden","","","","","","","","Ansehen",35,35
59,10155403,0,False,0,5,57,16,31,3700,0,10,"ev_snipe_clic0f","","","",0,False,10155408,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6900,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Suche nach Auffälligkeiten!","Irgendwo am Feuerwall muss es etwas geben, was mit dem Traum des Fahrenden Sängers zu tun hat. Sieh dich um.","","Auffälligkeiten finden","","","","","","","","Ansehen",20,15
60,10334932,0,False,0,20,25,27,25,100,0,10,"ev_snipe_clic0f","","","",0,False,10334960,10334961,10334962,0,0,0,0,0,125,126,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,2,0,0,0,10839350,0,0,0,"Untersuche die Sänfte!","Sieh dir die Festsänfte der Hanuhanu genau an und suche nach Stellen, die repariert werden müssen.","","Die Sänfte untersuchen","","","","","","","","Ansehen",0,0
61,10339656,0,False,0,25,15,70,70,0,0,10,"ev_snipe_clic0f","","","",0,False,10339679,10339735,10339736,10764673,0,0,0,0,128,129,130,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,1,1,1,0,0,0,0,10339681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Untersuche Kaahes Werkstatt!","Lass den Blick durch Kaahes Werkstatt schweifen und finde heraus, was an seinem Arbeitsumfeld nicht in Ordnung sein könnte.","","Die Werkstatt untersuchen","","","","","","","","観察する",0,0
62,10384388,0,False,0,5,15,10,70,9300,0,10,"ev_snipe_clic0f","","","",0,False,10386698,10386701,10386706,10676023,0,0,0,0,131,133,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,4500,4000,3000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,10386699,10386702,10386703,10386704,10386705,10773945,10773949,0,0,0,0,0,0,0,0,0,0,0,0,0,"Suche den Soldaten des Himmelsheers!","Der Soldat, der den Weltverbesserer verfolgen wollte, könnte hier irgendwo sein. Suche die Umgebung ab.","","Den Soldaten finden","","","","","","","","Beobachten",15,10
63,0,0,False,0,0,0,0,0,0,0,0,"","","","",0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","",0,0
64,10510499,0,False,0,10,30,45,25,0,0,20,"ev_snipe_clic0f","","","",0,False,10516781,10517930,10516782,10517929,0,0,0,0,138,139,140,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Untersuche den feindlichen Soldaten","Eine gründliche Analyse des Soldaten sollte einige interessante Erkenntnisse über Zoraal Jas Truppen bereithalten.","","Den Soldaten von Kopf bis Fuß unter die Lupe nehmen","","","","","","","","Ansehen",0,0
65,10562671,0,False,0,20,10,38,38,1000,0,20,"ev_snipe_clic0f","","","",0,False,10562666,10562669,10562670,0,0,0,0,0,142,143,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Inspiziere die Erdseim-Fabrik!","Überprüfe die Ausrüstung auf mögliche Probleme.","","Die Erdseim-Fabrik inspizieren","","","","","","","","Ansehen",0,0
66,10805071,0,False,0,30,5,45,40,0,0,10,"ev_snipe_clic0f","","","",0,False,10805073,10805074,10805075,10805076,10805077,0,0,0,145,146,147,148,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Untersuche die Zwillingskopf-Statue!","Sieh dir die Zwillingskopf-Statue genau an, um mehr über Mamook zu erfahren.","","Die Zwillingskopf-Statue untersuchen","","","","","","","","Ansehen",0,0
67,11612906,0,False,0,28,12,80,38,5100,0,10,"ev_snipe_clic0f","","","",0,False,11654632,11654634,11654637,0,0,0,0,0,150,152,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,7000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,11654633,11654635,11654638,11654639,11654636,11655591,11655592,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finde den Badegast in Not!","Jemand ist am Ertrinken! Beeil dich und finde die Person zwischen den Wogen!","","Den Badegast retten","","","","","","","","Beobachten",15,15
