key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
351,"Groll","Groll hat sich angestaut und erhöht den Attacke-Wert bestimmter Kommandos.",217141,63,5,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
352,"Gungnirs Zauber","Die angestaute magische Kraft in Gungnir verursacht schrittweise Schaden.",215530,0,0,1,2,17,0,False,False,False,False,False,False,False,False,True,10,0,False,False,100,0,False,0,False,5,False,0,0,0,False,False,False,0
353,"Startbonus","Für Neulinge in Kämpferdisziplinen sind alle physischen Attribute verbessert.",216501,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,30,0,True,0,True,0,False,0,0,0,False,False,False,0
354,"Sammelgeschick-Bonus","Für Sammler ist das Sammelgeschick erhöht.",216502,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,5,0,True,0,True,0,False,0,0,0,False,False,False,0
355,"Expertise-Bonus","Für Sammler ist die Expertise erhöht.",216503,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,5,0,True,0,True,0,False,0,0,0,False,False,False,0
356,"Kunst<hex:02160103>fer<hex:02160103>tig<hex:02160103>keits-Bonus","Für Handwerker ist die Kunst<hex:02160103>fer<hex:02160103>tig<hex:02160103>keit erhöht.",216504,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,5,0,True,0,True,0,False,0,0,0,False,False,False,0
357,"Kontrolle-Bonus","Für Handwerker ist die Kontrolle erhöht.",216505,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,5,0,True,0,True,0,False,0,0,0,False,False,False,0
358,"Schneemann","Ist von Schnee bedeckt und kann Zielen Schaden zufügen, die unter dem Status <hex:024804F201FA03><hex:024904F201FB03>Feenfeuer<hex:0249020103><hex:0248020103> stehen.",215510,66,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
359,"Feenfeuer","Ist eingehüllt von einem schützenden Feuer, das erlittenen Schaden neutralisiert.",215508,66,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
360,"Längere Nahrungseffekte","Die Wirkung von Nahrung ist verlängert.",216508,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,15,0,True,0,True,0,False,0,0,0,False,False,False,0
361,"Bindungsbonus","Das Ansteigen der emotionalen Bindung von Gegenständen durch Benutzung ist beschleunigt.",216509,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,3,0,True,0,True,0,False,0,0,0,False,False,False,0
362,"Verminderter Verschleiß","Der Verschleiß von Gegenständen bei Benutzung ist verlangsamt.",216510,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,30,0,True,0,True,0,False,0,0,0,False,False,False,0
363,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
364,"Vergünstigter Teleport","Die Gil-Kosten für den Teleport sind verringert.",216512,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,30,15,True,0,True,0,False,0,0,0,False,False,False,0
365,"Kampfroutine-Bonus","Die Routine beim Besiegen von Feinden ist erhöht.",216513,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,15,0,True,0,True,0,False,0,0,0,False,False,False,0
366,"Mitstreiterroutine-Bonus","Die Routine des Mitstreiters steigt schneller.",216514,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,15,0,True,0,True,0,False,0,0,0,False,False,False,0
367,"Sammelroutine-Bonus","Die Routine beim Sammeln von Rohstoffen ist erhöht.",216515,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,20,0,True,0,True,0,False,0,0,0,False,False,False,0
368,"Syntheseroutine-Bonus","Die Routine bei der Synthese ist erhöht.",216516,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,20,0,True,0,True,0,False,0,0,0,False,False,False,0
369,"Ätheroplasma","Beeinträchtigt durch viskoses Ätheroplasma. Erleidet hohen Schaden, sobald sich 5 dieses Status angesammelt haben.",217281,0,5,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
370,"Sirenengesang","Unter Einfluss des Gesangs der Sirenen. Wird zum <hex:024804F201FA03><hex:024904F201FB03>Zombie<hex:0249020103><hex:0248020103>, falls bis Ende des Status nicht die maximalen LP hergestellt werden.",215558,64,0,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,60,0,False,0,False,5,False,0,0,0,False,False,False,0
371,"Zombie","In einen völlig willenlosen Zombie verwandelt, der die eigenen Kameraden angreift.",215559,64,0,1,2,17,0,False,False,False,True,False,True,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
372,"Brutrage","Rasend vor Wut über den Verlust des Geleges. Ausgeteilter Schaden ist erhöht.",217221,0,16,1,1,16,0,False,False,False,False,False,False,False,True,True,100,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
373,"Unheilbar","Erhaltene Heilmagie ist wirkungslos.",215561,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-100,0,False,0,False,0,False,0,0,0,False,False,False,0
374,"Denaturierter Kristall","Ein denaturierter Kristall haftet dem Körper an. Wenn sich 3 Einheiten angeheftet haben, explodieren sie.",217161,0,3,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,10,0,False,0,False,5,False,0,0,0,False,False,False,0
375,"Verbrennung","Maximale LP sind verringert, erlittener Schaden ist erhöht.",217181,0,5,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,False,0
376,"Gluthitze","Verbreitet Gluthitze weiter in der Umgebung. Erleidet schrittweise Feuerschaden.",215560,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,10,0,False,0,False,5,False,0,0,0,False,False,False,0
377,"Infernofesseln","Von lodernden Fesseln gebunden. Ausgeteilter Schaden ist verringert. Erleidet schrittweise Feuerschaden.",217201,39,8,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-10,0,False,0,False,5,False,0,0,0,False,False,False,0
378,"Agonales Klammern","Bewegungsunfähig. Als ob sich eine böse Macht an den Füßen festklammerte.",215003,1,0,1,2,17,0,True,False,True,False,False,False,False,True,True,100,0,False,True,0,0,False,0,False,0,False,0,0,0,False,False,False,0
379,"Tiefdruck","Erleidet schrittweise Windschaden durch den Tiefdruck in der Umgebung.",217241,0,3,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,10,0,False,0,False,5,False,0,0,0,False,False,False,0
380,"Hochdruck","Windbasierter Widerstand ist durch den Hochdruckeinfluss der Umgebung erhöht. ",215030,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
381,"Schwert-Eid","Auto-Attacke verursacht zusätzlichen Schaden.",212505,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,100,0,True,0,False,0,False,0,0,0,False,False,False,0
382,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
383,"Wachstumsschub","Die konsumierten Nährstoffe führen zu einem explosiven Wachstumsschub.",219541,89,2,1,1,16,0,False,False,False,False,True,False,False,False,False,199,0,False,False,20,26,False,0,False,0,False,0,0,0,False,False,False,0
384,"Ausgewachsen","Vollständig ausgewachsen.",215971,89,0,1,1,16,0,False,False,False,False,True,False,False,False,False,200,0,False,False,300,26,False,0,False,0,False,0,0,0,False,False,False,0
385,"Trügerisches Trapez","Der Pfad der Fuath. Traust du deinen Augen?",215972,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
386,"Durchblick","Gewahr, dass das trügerische Trapetz eine Illusion der Fuath ist.",215973,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,100,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
387,"Trügerischer Sturz","Überzeugt, in die Tiefe zu stürzen und daher in Schockstarre verfallen.",215974,0,0,1,2,0,0,True,False,True,False,False,False,False,False,False,150,0,False,False,0,4,False,0,False,0,False,0,0,0,False,False,False,0
388,"Spiegelbild","Ein trügerisches Bildnis seiner selbst.",215975,69,0,1,1,16,0,False,False,False,False,True,False,False,True,True,200,0,False,False,10,2,False,0,False,0,False,0,0,0,False,False,False,0
389,"Spieß","Ausgeteilter Schaden und erhaltene Heileffekte sind verringert.",214808,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
390,"Wachstumsschub","Die konsumierten Nährstoffe führen zu einem explosiven Wachstumsschub.",219541,89,5,1,1,16,0,False,False,False,False,True,False,False,False,False,199,0,False,False,40,26,False,0,False,0,False,0,0,0,False,False,False,0
391,"Ausgewachsen","Vollständig ausgewachsen.",215971,89,0,1,1,16,113,False,False,False,False,True,False,False,False,False,200,0,False,False,50,26,False,0,False,0,False,0,0,0,False,False,False,0
392,"Eid der Leibgardisten","Feindseligkeit gegen dich ist erhöht.",213603,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,200,0,False,0,False,0,False,0,0,0,False,False,False,0
393,"Schild-Eid","Feindseligkeit gegen dich ist erhöht.",212506,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,200,0,False,0,False,0,False,0,0,0,False,False,False,0
394,"Unverwundbar","Erleidet keinen Schaden. ",215024,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,0,0,True,0,False,0,False,0,1,0,False,False,False,0
395,"Schadenswert -","Ausgeteilter physischer Schaden ist verringert.",215051,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
396,"Gleichmut","Der nächste negative Status wird abgewehrt.",214815,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
397,"Einstimmung","Erlittener Schaden ist verringert.",214816,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,False,0,False,0,False,0,0,0,False,False,False,0
398,"Astralkörper","Nur noch halb der physischen Welt verhaftet. Ausgeteilter Schaden ist verringert, dafür können geisterartige Gegner getroffen werden.",215562,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-50,0,False,0,False,0,True,0,0,0,False,False,False,0
399,"Wiederkunft","Geschwächt durch den Aufenthalt im spirituellen Reich. Erlittener Schaden ist verdoppelt.",215563,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
400,"Laden","Speichert Blitzenergie. Blitzwiderstand ist verringert.",217261,0,8,1,2,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
401,"Umklammert","Bewegungsunfähig und verliert schrittweise LP.",215564,0,0,1,2,17,0,True,False,True,False,False,False,False,True,True,0,0,False,False,500,0,False,0,False,1,False,2,0,0,False,False,False,0
402,"Blinde Wut","Über alle Maßen aufgebracht und kopflos. Kann das Ziel nur verfolgen.",215565,0,0,1,2,17,0,False,False,False,True,False,True,True,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
403,"Schaden +","Ausgeteilter Schaden ist erhöht.",215519,39,0,1,1,16,0,False,False,False,False,False,False,False,False,True,200,0,False,False,50,0,False,0,False,0,False,0,0,0,False,False,False,0
404,"Transport","Du trägst einen Gegenstand. Bei Zeitablauf musst du von vorne anfangen.",216208,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
405,"Bezaubert","Verwirrt und unfähig, die Bewegungen zu kontrollieren.",215545,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
406,"Verringerte Verwundbarkeit","Erlittener Schaden ist verringert.",217301,40,8,1,1,16,0,False,False,False,False,False,False,False,True,True,30,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
407,"Staubvergiftung","Durch eingeatmeten Kristallstaub vergiftet. Sammeln sich 4 dieses Status an, tritt Handlungsunfähigkeit ein.",217001,67,4,1,2,1,0,False,False,False,False,False,False,False,False,False,200,0,False,False,10,0,False,0,False,5,False,0,0,0,False,False,False,0
408,"Sturmkeil","Ausgeteilter Schaden ist verringert.",210265,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
409,"Holmgang","Die meisten Attacken verringern die LP auf nicht weniger als 1.",210266,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,70,0,False,False,0,0,False,0,False,0,False,0,31,0,False,False,False,0
410,"Antikörper","Immun gegen <hex:024804F201FA03><hex:024904F201FB03>Virus<hex:0249020103><hex:0248020103> und <hex:024804F201FA03><hex:024904F201FB03>Geistesvirus<hex:0249020103><hex:0248020103>.",210515,0,0,1,1,17,0,False,False,False,False,False,False,False,False,False,30,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
411,"Tier in dir","Erlittener Schaden ist verringert.",212553,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,30,0,False,False,-20,0,False,0,False,0,False,0,0,0,False,False,False,0
412,"Schweben","Schwebt über dem Boden.",215683,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,200,0,False,False,0,0,False,0,False,0,False,0,49,0,False,False,False,0
413,"Wolfsmarken-Bonus","Mehr Wolfsmarken werden in PvP-Kämpfen erworben.",216517,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,0,0,True,0,True,0,False,0,0,0,False,False,False,0
414,"Staatstaler-Bonus","Mehr Staatstaler werden erworben.",216518,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,0,1,False,False,0,0,True,0,True,0,False,0,0,0,False,False,False,0
415,"Erholen","Regeneriert schrittweise TP.",216203,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,5,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
416,"Transparenz","Lichtdurchlässiger Körper, der von Monstern nicht angegriffen wird.",216209,41,0,1,1,16,0,False,False,False,False,False,False,False,False,False,2,0,False,False,0,0,False,0,False,0,True,0,36,0,False,False,False,0
417,"Protes","Verteidigung und Magieabwehr sind erhöht.",210405,27,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
418,"Temporäre Unverwundbarkeit","Kurzzeitige Unverwundbarkeit nach einer Wiederbelebung.<hex:02100103>Wird nach dem Ausführen eines Kommandos automatisch entfernt.",215273,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,39,0,False,False,False,0
419,"Nebelschleier","Reichweite von Fernattacken ist verringert.",214811,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
420,"Markiert","Als Beute markiert. Markierung geht auf Spieler in der Nähe über.",215026,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
421,"Halbverschlungen","Erleidet unter dem Einfluss von Verschlingen schrittweise Schaden.",215571,0,0,1,2,17,0,True,False,True,True,False,False,False,True,True,10,0,False,False,100,0,False,0,False,5,False,3,9,0,False,False,False,0
422,"Heilmagie -","Wirkung von Heilmagie ist verringert.",215572,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-50,0,False,0,False,0,False,0,0,0,False,False,False,0
423,"Albtraum","In einem bösen Traum gefangen und handlungsunfähig.",215573,1,0,1,2,2,3,True,False,True,False,False,False,True,False,False,200,0,False,False,0,0,False,0,False,0,False,0,3,0,False,False,False,0
424,"Diabolischer Fluch","Erlittener Schaden ist durch einen Fluch des Nichts verstärkt.",217341,0,8,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,False,0
425,"Diabolische Aura","Durch infernalischen Einfluss resistent gegen <hex:024804F201FA03><hex:024904F201FB03>Schlaf<hex:0249020103><hex:0248020103>.",215574,0,0,1,2,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
426,"Nachtschild","Eine magische Barriere gewährt Resistenz gegen <hex:024804F201FA03><hex:024904F201FB03>Betäubung<hex:0249020103><hex:0248020103>.",215575,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
427,"Gemach +","Die Intervalle zwischen Auto-Attacken und die (Re-)Ak<hex:02160103>ti<hex:02160103>vie<hex:02160103>rungs<hex:02160103>zei<hex:02160103>ten von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten und Magie sind verlängert. Status kann nicht aufgehoben werden.",217361,5,16,1,2,13,0,False,False,False,False,False,False,False,False,False,100,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
428,"Hast +","Die Intervalle zwischen Auto-Attacken und die (Re-)Ak<hex:02160103>ti<hex:02160103>vie<hex:02160103>rungs<hex:02160103>zei<hex:02160103>ten von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten und Magie sind verkürzt. Status kann nicht aufgehoben werden.",217381,5,16,1,1,16,0,False,False,False,False,False,False,False,False,False,100,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,False,0
429,"Erosionsstaub","Wamoura-Schuppen verströmen einen anziehenden Duft für Arioch. Erlittener Schaden ist erhöht.",217401,0,16,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
430,"Kummer","Zu Tode betrübt. Erlittener Schaden ist erhöht.",215576,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
431,"Wasserresistenz -","Resistenz gegen Wasser ist verringert.",217421,0,8,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,-12,0,False,0,False,0,False,0,0,0,False,False,False,0
432,"Wassermembran","In wässriger Membran gefangen. Grup<hex:02160103>pen<hex:02160103>mit<hex:02160103>glieder, die dich heilen, erleiden den Status <hex:024804F201FA03><hex:024904F201FB03>Wasserspiegelung<hex:0249020103><hex:0248020103>.",215577,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,30,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
433,"Wasserspiegelung","In wässriger Membran gefangen, die die Sicht beeinträchtigt und die Reichweite von Kommandos verringert. Sammeln sich 16 dieses Status an, werden Kommandos unmöglich.",217441,70,16,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
434,"Absoluter Bann","Von fort<hex:02160103>ge<hex:02160103>schrit<hex:02160103>te<hex:02160103>ner Thaumaturgie gefesselt und handlungsunfähig.",215579,0,0,1,2,17,0,True,False,True,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,32,0,False,False,False,0
435,"Dämonenauge","Durch einen dämonischen Blick versteinert. Handlungsunfähig und erlittener Schaden ist erhöht.",215578,0,0,1,2,17,0,True,False,True,False,False,False,False,False,False,200,0,False,False,200,0,False,0,False,0,False,0,0,0,False,False,False,0
436,"Dorngestrüpp","Wuchernde Dornen verringern die Be<hex:02160103>we<hex:02160103>gungs<hex:02160103>ge<hex:02160103>schwin<hex:02160103>dig<hex:02160103>keit und verursachen schrittweise Schaden. Verhindern dafür Heranzieh- und Rückstoßeffekte. ",215601,0,0,1,2,17,0,False,False,False,False,False,False,False,True,True,150,0,False,False,100,1,False,0,False,5,False,0,0,0,False,False,False,0
437,"Steinfluch","Versteinert. Erlittener Schaden führt zu Kampfunfähigkeit.",215586,85,0,1,2,6,1,True,False,True,False,False,True,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,32,0,False,False,False,0
438,"Wicht","In einen Wicht verwandelt. Be<hex:02160103>we<hex:02160103>gungs<hex:02160103>ge<hex:02160103>schwin<hex:02160103>dig<hex:02160103>keit und ausgeteilter Schaden sind verringert, erlittener Schaden ist erhöht.",215581,69,0,1,2,17,0,False,False,False,False,True,False,False,False,False,100,0,False,False,-50,1,False,0,False,0,False,0,8,0,False,False,False,0
439,"Frosch","In einen Frosch verwandelt. Kommandos können nicht ausgeführt werden.",215580,69,0,1,2,17,0,False,False,False,False,True,False,False,False,False,100,0,False,False,-50,2,False,0,False,0,False,0,0,0,False,False,False,0
440,"Wicht","In einen Wicht verwandelt. Be<hex:02160103>we<hex:02160103>gungs<hex:02160103>ge<hex:02160103>schwin<hex:02160103>dig<hex:02160103>keit und ausgeteilter Schaden sind verringert, erlittener Schaden ist erhöht.",216211,69,0,1,1,16,0,False,False,False,False,True,False,False,False,False,100,0,False,False,-50,1,False,0,False,0,False,0,8,0,False,False,False,0
441,"Frosch","In einen Frosch verwandelt. Kommandos können nicht ausgeführt werden.",216210,69,0,1,1,16,0,False,False,False,False,True,False,False,False,False,100,0,False,False,-50,2,False,0,False,0,False,0,0,0,False,False,False,0
442,"Gemach","Die Intervalle zwischen Auto-Attacken und die (Re-)Ak<hex:02160103>ti<hex:02160103>vie<hex:02160103>rungs<hex:02160103>zei<hex:02160103>ten von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten und Magie sind verlängert.",215009,5,0,1,2,13,0,False,False,False,False,False,False,False,True,True,50,0,False,False,50,0,False,0,False,0,False,0,0,0,False,False,False,0
443,"Schaden +","Ausgeteilter Schaden ist erhöht.",217061,57,16,1,1,16,0,False,False,False,False,False,False,False,True,True,0,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,False,0
444,"Erhöhte Verwundbarkeit","Erlittener Schaden ist erhöht.",215020,40,0,1,2,17,0,False,False,False,False,False,False,False,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
445,"Dornenranken","Dornige Ranken verursachen schrittweise Schaden.",215582,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
446,"Honigsüß","Mit Honig bedeckt. Zieht Attacken von Hornissen an.",215583,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
447,"Konzentrierte Säure","Eine starke Säure erhöht durch Säurewolke erlittenen Schaden.",217021,0,16,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
448,"Umschwärmt","Bedrohlich von Bienen umschwärmt, die am Ende des Effekts angreifen.",217461,0,8,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
449,"Gestochen","Bienengift verstärkt Schaden durch Bienenschwärme.",217001,0,8,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
450,"Steinresistenz","Immun gegen <hex:024804F201FA03><hex:024904F201FB03>Stein<hex:0249020103><hex:0248020103>.",215608,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,100,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
451,"Stimme der Verwünschung","Verwunschen. Bei Ende des Effekts werden andere in einem bestimmten Bereich versteinert.",215587,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
452,"Schrei der Verwünschung","Verwunschen. Bei Ende des Effekts werden alle anderen im Umkreis versteinert.",215588,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
453,"Allagisches Gift","Verteilt ungewollt allagisches Schlangengift. Alle Grup<hex:02160103>pen<hex:02160103>mit<hex:02160103>glieder erleiden schrittweise Schaden.",215007,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
454,"Allagisches Feld","Ein magisches Feld speichert erlittenen Schaden, der bei Ende des Effekts oder bei Kampfunfähigkeit in einer Explosion freigesetzt wird.",215590,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
455,"Ermattung","Geschwächter Zustand. Durch <hex:024804F201F603><hex:024904F201F703>Vitalabsorption<hex:0249020103><hex:0248020103> erlittener Schaden ist erhöht.",217101,0,4,1,2,17,0,False,False,False,False,False,False,False,False,False,150,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
456,"LP-Malus","Maximal-LP sind verringert.",217481,6,4,1,2,17,0,False,False,False,False,False,False,False,False,False,100,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
457,"Fessel +","Das Bewegen von der Stelle ist nicht möglich. Der Status kann nicht aufgehoben werden.",215602,0,0,1,2,12,5,True,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
458,"Pestschwinge","Von van Darnus' Gift beeinrächtigt, das bei Ende des Effekts eine Explosion verursacht.",215517,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
459,"Normales Verhalten","Führt vor allem einfache Standard-Kampfmanöver aus.",215591,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
460,"Aggressives Verhalten","Führt vor allem Angriffsmanöver aus.",215592,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
461,"Hemmendes Verhalten","Führt vor allem Manöver aus, die den Feind behindern.",215593,0,0,1,1,16,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
462,"Leicht fixierbar","<hex:024804F201FA03><hex:024904F201FB03>Fixierungsfessel<hex:0249020103><hex:0248020103>-Status sammeln sich schneller an.",215594,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
463,"Fixierungsfessel","In eiserner Umklammerung. Sammeln sich 9 dieses Status an, tritt Kampfunfähigkeit ein.",217501,0,16,1,2,17,0,False,False,False,False,False,False,False,True,True,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
464,"Feuerhorn","Resistenz gegen Angriffe von Feuerhorn ist verringert.",215595,0,0,1,2,17,0,False,False,False,False,False,False,False,False,False,200,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
