key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2162778,5927566,50,50,22,0,0,0,0,2000,81634,81134,81456,False,"Hundertfacher Schrei","Von den Höhen des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der reißende Fluss hat große Teile der alten Ruinen am Fuße des Sohm Al mit sich gerissen. Dort hausen nun Ungeheuer, die sich von kleineren Lebewesen in den Wassern ernähren, und Drachen, die sich von den Ungeheuern ernähren."
2162779,5927567,50,50,58,0,0,0,0,2000,81635,81135,81456,False,"Halo","Von den Höhen des Dravanischen Vorlands betete ich für das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser uralte Altar befindet sich in den feurigen Tiefen von Mourn. Von den zwei Statuen eines Mädchens und eines Drachen, die ihn einst einrahmten, ist nur die letztere erhalten. Wer einen Blick nach oben riskiert, erkennt die Unterseite des schwebenden Gipfels von Sohm Al."
2162780,5959938,50,50,22,0,0,0,0,2000,81636,81136,81456,False,"Fiederhag","Von den Höhen des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Fallensteller und Jäger, die es auf wilde Chocobos abgesehen hatten, gründeten diese Waldsiedlung, die durch das Blätterwerk der majestätischen Siebenhimmelbäume vor den Blicken der Drachen geschützt ist."
2162781,5959940,50,50,22,0,0,0,0,2000,81637,81137,81456,False,"Sohm Al","Von den Höhen des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der höchste der vielen eindrucksvollen Gipfel von Abalathias Rückgrat und der höchste Ort Eorzeas. Für die Drachen ist er heiliger Boden und die letzte Ruhestätte, wenn sie sich auf die letzte Reise begeben. Der schwebende Gipfel ist nicht aus Stein, sondern purem Kristall, und ein unvergesslicher Anblick."
2162782,5927570,50,50,22,0,0,0,0,2002,81645,81145,81456,False,"Moglingen","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Das Dorf der Mogrys ist ausgerechnet auf Sohm Al gelegen, dem höchsten Berg Eorzeas und Herz des Herrschaftsgebiets der Drachen. Welche Absprache die Mogrys mit Hraesvelgr getroffen haben, um hier in Frieden leben zu können, bleibt ihr Geheimnis."
2162783,5927571,50,50,22,0,0,0,0,2002,81646,81146,81456,False,"Nest des Drachen","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Heimtückische Ätherstürme toben in Nidhoggs Höhle und halten all diejenigen fern, die es wagen sollten, den Hohen Drachen in seinem Schlaf zu stören - ein Schlaf, der mal ein Jahr, mal ein Jahrhundert dauern kann."
2162784,5927572,50,50,22,0,0,0,0,2002,81647,81147,81456,False,"Tharl Oom Khash","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Name dieses uralten Gebildes bedeutet „Kristall der Reue“ in der Sprache der Drachen, und es ist tatsächlich zur Hälfte von Kristallen verschlungen. Aufgrund der immensen Kristallisation wird gemutmaßt, dass ein gigantisches Geschöpf mit einer ätherischen Präsenz, die den sieben Hohen Drachen gleichkommt, hier sein Leben ausgehaucht haben könnte."
2162785,5927573,50,50,22,0,0,0,0,2002,81648,81148,81456,False,"Kreidetempel","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese Festung liegt in Hraesvelgrs Domäne und wird auf Geheiß des Drachen von den Mogrys bewacht, die ihr Zuhause in den Wallenden Nebeln haben. Obwohl die Zeit - eintausend Jahre - ihren Tribut gefordert hat, erstrahlt der Tempel noch immer in Ehrfurcht gebietendem Glanz."
2162786,5927574,50,50,58,0,0,0,0,2002,81649,81149,81456,False,"Der Verirrte Grundherr","Von Gipfeln der Wallenden Nebel betete ich für das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser Koloss erhebt sich auf einer Insel gleich neben Grünwarte. Den Namen erhielt er von den Mogrys, die glaubten, dass die Statue den „König der Bodenbewohner“ darstellt. Doch niemand weiß, ob die Statue ein bloßes Kunstwerk ist oder eine tatsächliche Person abbildet."
2162787,5959944,50,50,22,0,0,0,0,2002,81650,81150,81456,False,"Haus der Blätter","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die eintausend Jahre alten Ruinen eines Turms, der vor dem Krieg von Drachen und Ishgardern errichtet wurde. Selbst jetzt, da er in Trümmern liegt, lassen sich noch die Buchstaben seiner Wandinschriften erkennen. Die Mogry gaben diesem Ort seinen Namen, denn die Inschriften, die sie nicht entziffern konnten, erinnerten sie an die Blätter eines Briefes."
2162788,5959946,50,50,22,0,0,0,0,2002,81651,81151,81456,False,"Drachen<hex:02160103>korridor","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Drachen<hex:02160103>korridor war einst ein Zugang zum Himmel - ein geschäftiger Ort, an dem Reisende auf abgerichteten Wyvern in die Lüfte stiegen und landeten. Dieser Tage landen hier nur noch Diener Nidhoggs."
2162789,5927575,50,50,22,0,0,0,0,2100,81671,81171,81457,False,"Camp Wolkenwipfel","Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein Außenposten, der mit den Rosenkavalleristen des Hauses Haillenarte bemannt ist, die unablässig Ausschau nach Angreifern aus Dravania halten. Der ganze Stolz des Postens ist die <hex:021A020203>Protektor<hex:021A020103>, ein gewaltiges Luftschiff, das den Ishgardern einen erheblichen Vorteil im Luftkampf verschaffen könnte, wenn es nur vollständig einsatzfähig wäre."
2162790,5927576,50,50,13,0,0,0,0,2100,81672,81172,81457,False,"Das Genist","In den Höhen des Wolkenmeeres erlaubte ich mir einen Augenblick der Müdigkeit. Und was ich beim Aufwachen erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Große Wandervögel nisten hier während ihres Zugs vom Nahen Osten nach Eorzea und zurück. Jungvögel, die in den tückischen Winden des Wolkenmeeres flügge werden, meistern den Rest der Wegstrecke ohne Probleme."
2162791,5927577,50,50,22,0,0,0,0,2100,81673,81173,81457,False,"Voor Sian Siran","Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine Wasserquelle, genährt von der Feuchtigkeit der Luft und mannshohen Was<hex:02160103>ser<hex:02160103>kris<hex:02160103>tal<hex:02160103>len. Der Ritter, der sie zuerst erblickte, teilte seine wundersame Entdeckung mit einem Barden, der die Erscheinung in einer umgehend komponierten Ballade mit dem legendären Paradies von Voor Sian Siran verglich."
2162792,5927578,50,50,22,0,0,0,0,2100,81674,81174,81457,False,"Mok Oogl","Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Name der Insel bedeutet in der Sprache der Vanu Vanu so viel wie „Klang der Höhe“. Das mit einem Mogry-Symbol versehene Monument ist ein Rätsel, haben die flatternden Kreaturen doch nie diese Insel bewohnt."
2162793,5927579,50,50,22,0,0,0,0,2100,81675,81175,81457,False,"Haus der Gefallenen Feder","Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine der heiligsten Stätten der Vanu Vanu. Hier soll eine einzelne Feder des Primae Bismarck vom Himmel gefallen und den Boden berührt haben. Der Älteste des aggressiven Stammes der Vundo hat diesen Ort zu seinem Sitz gemacht und herrscht von hier aus mit eiserner Kralle."
2162794,5959948,50,50,22,0,0,0,0,2100,81676,81176,81457,False,"Ok' Vundo Vana","Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Grob übersetzt „hohes Dorf der Vundo“ - und tatsächlich ist dieses Dorf Heimat des aggressiven Stammes der Vundo. Diese Vanu Vanu glauben, dass die Stimmen derer, die den höchsten Punkt im Himmel bewohnen, vom Herrscher der Wolken, Bismarck, erhört werden."
2162795,5959950,50,50,22,0,0,0,0,2100,81677,81177,81457,False,"Hengrs Schmelztiegel","Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die merkwürdig geformte Insel am östlichen Rand des Wolkenmeers ist nach der Hexe Hengr benannt, einer coerthischen Märchengestalt, und soll ihrem Kessel ähnlich sehen. In letzter Zeit haben sich hier die sehr territorialen Tokotokos niedergelassen, die ihr neues Revier erbittert verteidigen."
2162796,5927586,50,50,22,0,0,0,0,2001,81638,81138,81456,False,"Arkhitekton","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Einst bauten die Sharlayaner Ätheryten in dieser Werkstatt, doch nun wird sie von den berüchtigten Goblins der Indigohand bewohnt, die die technischen Hin<hex:02160103>ter<hex:02160103>lass<hex:02160103>en<hex:02160103>schaf<hex:02160103>ten für ihre diabolischen Pläne missbrauchen."
2162797,5927587,50,50,22,0,0,0,0,2001,81639,81139,81456,False,"Akademie-Viertel","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese verlassene Siedlung der Sharlayaner erstreckt sich am Westufer des Flusses Thaliak. Sie beherbergt das Sankt Mocianne-Arboretum und war ein Zentrum für Bildung und Wissenschaft. Sie geht zurück auf die Städte des Lernens, die in längst vergangenen Zeiten existierten."
2162798,5927588,50,50,22,0,0,0,0,2001,81640,81140,81456,False,"Zenotaph","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein steil emporragender Monolith, der in Erinnerung an die großen Denker einstiger Tage errichtet wurde, deren Theorien Eorzea maßgeblich geprägt haben. Zusammen mit dem Sharlayaner Motto „Wissen suchet nicht den Geist“ sind die Namen zahlloser Gelehrter in den Stein gemeißelt."
2162799,5927589,50,50,22,0,0,0,0,2001,81641,81141,81456,False,"Kippender Krug","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Ort, an dem zahlreiche Schmelzwasserläufe aus Abalathias Rückgrat hervortreten, die Hänge hinablaufen und schließlich zum mächtigen Thaliak-Fluss zusammenfließen. Der Name leitet sich von dem Krug des Gottes Thaliak ab, aus dem sich der Fluss der Weisheit ergoss."
2162800,5927590,50,50,22,0,0,0,0,2001,81642,81142,81456,False,"Große Gubal-Bibliothek","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine gigantische Bibliothek, die die Sharlayaner bauten, um all das Wissen zu horten, das sie während ihrer Reisen durch Eorzea gesammelt hatten. Viele Schriften nahmen die Bibliotheksherren beim großen Auszug mit zurück in ihre Heimat, doch noch immer sollen verbotene Bücher in einer versiegelten Kammer in den Kellern des Gebäudes schlummern."
2162801,5959952,50,50,22,0,0,0,0,2001,81643,81143,81456,False,"Orn-Busch","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein urzeitlicher Wald, der sich im nördlichen Teil des Dravanischen Hinterlands erstreckt. Die üppige Natur wird gespeist von den klaren Wassern des Thaliak-Flusses. Fast gänzlich unberührt, stellen die wilden Tiere in dieser Region ein ernstes Hindernis für jeden dar, der Sharlayan ohne Abstecher durch das Vorland erreichen möchte."
2162802,5959954,50,50,22,0,0,0,0,2001,81644,81144,81456,False,"Sankt Mocianne-Arboretum","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser botanische Garten der Sharlayaner beherbergte einst Flora und Fauna aus allen Teilen Eorzeas, deren Erforschung uns viele wertvolle Erkenntnisse über die Natur lieferte. Doch seit dem großen Auszug ist das Arboretum verlassen und verwilderte über die Jahre."
2162803,5927581,50,50,22,0,0,0,0,2101,81678,81178,81457,False,"Die <hex:021A020203>Gration<hex:021A020103>","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Das Flaggschiff der VI. Legion der Garlear war ein Schwesternschiff der abgestürzten <hex:021A020203>Agrius<hex:021A020103>. Auch die <hex:021A020203>Gration<hex:021A020103> beherrscht nicht länger die Lüfte, sondern liegt funktionsuntüchtig am Boden, wo Shiva sie mit ihrem Eis fesselte."
2162804,5927582,50,50,22,0,0,0,0,2101,81679,81179,81457,False,"Die Fraktal-Kontinuum","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein mächtiges Kriegsschiff, das zu einem Museum umfunktioniert wurde, um wichtige Errungenschaften aus der tausend Jahre währenden allagischen Herrschaft aufzubewahren. Von Alltagswerkzeugen bis hin zu fortschrittlicher militärischer Technologie sind die Ausstellungsstücke ein Zeugnis der technischen Fortschrittlichkeit und des immensen Wohlstandes der gefallenen Nation."
2162805,5927583,50,50,22,0,0,0,0,2101,81680,81180,81457,False,"Antithese","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Hier lebt Tiamat, einer der sieben Hohen Drachen und direkter Nachkomme von Midgardsormr. Besiegt und gefesselt von den Allagern, bedauert das Drachenweibchen noch immer die schicksalsschwere Entscheidung, seinen verstorbenen Geliebten Bahamut als Primae beschworen zu haben, nur damit dieser ebenfalls in allagische Gefangenschaft geriet."
2162806,5927584,50,50,22,0,0,0,0,2101,81681,81181,81457,False,"Ätherochemisches For<hex:02160103>schungs<hex:02160103>labor","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine alte allagische Forschungseinrichtung, in der Experimente zur Kontrolle von Drachen und Primae durchgeführt wurden. Noch immer streifen Wesen aus gescheiterten Versuchen durch die ansonsten verlassenen Gänge."
2162807,5927585,50,50,22,0,0,0,0,2101,81682,81182,81457,False,"Helix","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein großangelegter Hafen inmitten der Trümmer von Azys Lla. Wie das Wegleitsystem erklärt, war dies einer der wenigen Häfen, an dem die gigantischen Luftschiffe der Ragnarok-Klasse anlegen konnten. Die Überreste der Andockringe, die heute noch existieren, lassen ihre einstige Pracht nur erahnen."
2162808,5959957,50,50,22,0,0,0,0,2101,81683,81183,81457,False,"Quarantäne-Block","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese fliegende Insel in einer abgelegenen Ecke von Azys Lla diente dazu, gefährliche Hybridwesen zu isolieren, die die Experimente der Allager hervorbrachten. Historische Auf<hex:02160103>zeich<hex:02160103>nun<hex:02160103>gen deuten darauf hin, dass auf der Insel ursprünglich Kreuzungen von Pflanzen vorgenommen wurden. "
2162809,5959961,50,50,22,0,0,0,0,2101,81684,81184,81457,False,"Rekombinations-Sektor","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine allagische Forschungseinrichtung, die zahllose Hybridwesen hervorgebracht hat. Wer sie heute besucht, wird sich des Eindrucks nicht erwehren können, dass das Wegleitsystem und seine Behauptung, die hiesigen Kreaturen seien völlig ungefährlich, eine Aktualisierung dringendst nötig hätten."
2162810,6139045,50,50,34,0,0,0,0,2200,81593,81093,81454,False,"Die Pike","Von den Gipfeln des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser gewaltigen Steinskulptur, die den ersten Azur-Drachenreiter Haldrath darstellt, widmete die Steinmetzin Percelle die letzten dreißig Jahre ihres Lebens. Das monumentale Werk überblickt seit mehr als 150 Jahren die Landschaft und auch heute noch findet sich kein anderes Kunstwerk, das einen Gründer Ishgards zelebriert und auf derart aufopferungsvolle Weise erschaffen wurde."
2162811,6139049,50,50,22,0,0,0,0,2200,81594,81094,81454,False,"Schwarzeisen-Brücke","Von den Gipfeln des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die Brücke, welche Teil der Verbindungsstraße zwischen Ishgard und der Abendrot-Wacht ist, dient als beeindruckender Beweis für die handwerklichen und technischen Fä<hex:02160103>hig<hex:02160103>kei<hex:02160103>ten des Hauses Dzemael. Obwohl zum großen Teil aus massivem Stein gehauen, erhielt sie ihren Namen von den schweren schwarzen Eisenketten, die die Brücke tragen und sogar der sengenden Hitze eines Drachenodems standhalten sollen."
2162812,6139057,50,50,52,0,0,0,0,2200,81595,81095,81454,False,"Drachengeifer","Von den Gipfeln des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser Ort verdankt seinen klangvollen Namen dem Umstand, dass die Hitze seiner heißen Quellen der eines Drachenatems in nichts nachstehen soll. Die coerthische Tierwelt erfreut sich nicht selten an den wärmespendenden Wassertümpeln, umso mehr seit die Katastrophe die erbarmungslosen winterlichen Temperaturen zur eisigen Regel machten."
2162813,6139066,50,50,23,0,0,0,0,2200,81596,81096,81454,False,"Schieferzinnen","Von den Gipfeln des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die Berge an den Grenzen von Coerthas galten einst als ergiebige Quelle für hochwertigen Schiefer. Vor drei Jahren versuchten Ritter des Hauses Dzemael, in den Klippen einen vorgelagerten Stützpunkt Ishgards zu errichten, und zogen damit den Zorn des Drachen Cuelebre und seiner Brut auf sich. Ihre Überreste liegen noch heute zwischen den schneebedeckten Felsen, auf Ewigkeiten konserviert in der eisigen Höhenluft des Gebirges."
2162814,6140318,50,50,22,0,0,0,0,2000,81652,81152,81456,False,"Der Weiland","Von den Gipfeln des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser heute gemächlich dahinziehende Fluss soll laut örtlichen Jägern einst rot vom Blut der Drachen und ihrer Gegner gefärbt gewesen sein. Die Leute, die sich mit den Drachen verbrüdern, lehnen diese Interpretation des Namens ab und sehen den Fluss stattdessen als Symbol der vergangenen Zeit, seit sich die Wege von Drachen und Sterblichen trennten."
2162815,6140320,50,50,22,0,0,0,0,2000,81653,81153,81456,False,"Loth ast Vath","Von den Gipfeln des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Teil der Gnath, die aus der Kolonie verstoßen wurden und sich die Vath nennen, errichtete Loth ast Vath als ihre Zufluchtstätte. Sie stehen mit dem Bindenden gedanklich nicht länger in Kontakt, weshalb sie sich auch die Unverbundenen nennen."
2162816,6140322,50,50,22,0,0,0,0,2000,81654,81154,81456,False,"Knirschende Kiesel","Von den Gipfeln des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die Knirschenden Kiesel sind alles, was von einer einst bedeutenden Handelsstraße übriggeblieben ist. Mancher Jäger aus Fiederhag ärgerte sich schon über die unter den Stiefeln knirschenden losen Steine, deren Geräusch auch weniger schreckhafte Beute zur Flucht veranlasst."
2162817,6140325,50,50,22,0,0,0,0,2000,81655,81155,81456,False,"Dannen-Weg","Von den Gipfeln des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese Straße zum Trinär-Annex wurde ursprünglich Dran Errn genannt, was soviel wie „Weg der Drachen und der Fünf Völker“ bedeutet, doch durch die schwierige Aussprache wurde der Name mit der Zeit zu „Dannen“ verschliffen. Heute erinnern sich nur noch die Drachen an seine versöhnliche Bedeutung."
2162818,6140655,50,50,58,0,0,0,0,2002,81659,81159,81456,False,"Der namenlose Drache","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine einsame Statue eines Drachen im südöstlichen Winkel der Wallenden Nebel. Ihr Ursprung ist unbekannt, doch trägt der Sockel eine Inschrift, die lautet: „In Erinnerung an deine heldenhaften Saphir-Schwingen“."
2162819,6140660,50,50,22,0,0,0,0,2002,81660,81160,81456,False,"Grundherren-Kolonie","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine der vielen blühenden Kolonien, die nach dem Verrat Thordans von dem rasenden Nidhogg verwüstet wurden. Die Mogrys erinnern sich daran, dass die Ruinen einst von einem „auf dem Grund wandelnden Herren“ bewohnt wurden, doch da sämtliche Dokumente in den Attacken der Drachen vernichtet wurden, bleibt dessen Identität ein Rätsel."
2162820,6140662,50,50,22,0,0,0,0,2002,81661,81161,81456,False,"Einbaum","Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Für die Mogrys ist dieser Baum der Urvater aller Pflanzen in den Wallenden Nebeln. Der Einbaum soll so alt sein, dass er sich einer Zeit erinnert, die vor der eintausend Jahre alten Blutfehde zwischen den Drachen und den Bewohnern Ishgards liegt."
2162821,6140665,50,50,22,0,0,0,0,2100,81685,81185,81457,False,"Kaltwind","Von den Gipfeln des Wolkenmeers blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","In einer Zeit, als der Zundu-Stamm noch nicht in Aggression verfallen war, fragten die Rosenkavalleristen den Häuptling nach dem Namen der im Nordwesten von Ok' Zundu liegenden Insel, und er antwortete vanu-typisch: „kleine Insel mit kaltem Wind aus Coerthas-Bergen darunter“. Die Ritter hielten eine Verkürzung für angebracht und nannten die Insel schlicht „Kaltwind“."
2162822,6140675,50,50,22,0,0,0,0,2100,81686,81186,81457,False,"Der Gebrochene Rücken","Von den Gipfeln des Wolkenmeers blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die starken jahreszeitlichen Winde, die vom Norden herunterwehen, haben den Felsen dieser schwebenden Insel ihre eigentümliche Form gegeben. Die Ritter Ishgards fühlten sich an die Überreste eines gewaltigen Biests erinnert und tauften die Insel auf ihren jetzigen Namen."
2162823,6140678,50,50,22,0,0,0,0,2100,81687,81187,81457,False,"Erste Wiege","Von den Gipfeln des Wolkenmeers blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Als Marielle den Rosenkavallaristen von Camp Wolkenwipfel zugeteilt wurde, erspähte sie diese herzförmige Insel bereits vom Deck ihres ersten Transportluftschiffs aus. Ihre romantische Seite sah darin einen Ort, an dem sich zwei Liebende niederlassen und eine Familie gründen würden, und so war der Name geboren."
2162824,6140687,50,50,22,0,0,0,0,2001,81656,81156,81456,False,"Thaliaks Katarakt","Von den Gipfeln des Dravanischen Hinterlandes blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Auf seinem schlängelnden Weg in den Orn-Busch ergießt sich der Thaliak in einen tosenden Wasserfall. In der Ver<hex:02160103>gangen<hex:02160103>heit bewiesen sich tollkühne Jünglinge ihren Mut, indem sie möglichst nah an den Rand des reißenden Sogs schwammen, ohne von ihm erfasst und über die Klippe gespült zu werden. Erst ein strenges Schwimmverbot bereitete dem leichtsinnigen Treiben und den vielen tragischen Unfällen ein Ende."
2162825,6140689,50,50,22,0,0,0,0,2001,81657,81157,81456,False,"Pfad des Wissens","Von den Gipfeln des Dravanischen Hinterlandes blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese kolossale Brücke war einst eine geschäftige Lebensader, auf der Forscher, Studenten und Kuratoren auf ihrem Weg zur Großen Gubal-Bibliothek verkehrten. Auch ihre mächtigen Steinsäulen konnten den gewaltigen Landverschiebungen während der Siebten Katastrophe nicht standhalten - die Zerstörungen bleiben bis heute unrepariert."
