key,0,1,2
44,"[第11報]","デザート・バロー遺跡の玄関部解錠","懸命な復旧作業によって、デザート・バロー遺跡の秘められし扉が口を開きました！<hex:02100103>扉中央の紋様に光が灯り……先駆者たちの文明の一端が、まさに照らされたかのようです。<hex:02100103>これまでの調査により、惑星オイジュスの遺構は結晶体に高濃度のエーテルを通わせることで動作することが判明しています。<hex:02100103>どうやら彼らは、かなり進んだエーテル学的知識を有していたようですね。<hex:02100103><hex:02100103>なお、遺構内の探索はこれからというところですが、簡易的な照明を設置しましたので、安全に中へ入ることができるでしょう。<hex:02100103>構内にも結晶体が複数確認されているため、それらを動作させられれば、あるいは次の区画へ進むこともできるようになるかもしれません……！"
45,"[第12報]","デザート・バロー遺跡のガイドストーン復旧","ガイドストーンと名付けられた、デザート・バロー遺跡の内部機構を作動させることができました！<hex:02100103><hex:02100103>構内に備えられていた輝石がいくつも灯り、本来の姿を取り戻しつつあると言えるでしょう。<hex:02100103>先駆者たちがこの遺跡を何のために築き、いかに活用していたのか……その謎にも迫っていけるかもしれません。<hex:02100103><hex:02100103>その鍵を握ると思われるのが、最深部に見つかった結晶体「メタヘドロン」です。<hex:02100103>さながら、エウヘドロンの小型版というところですね。<hex:02100103>まずはテラ・ファーマ基地の機構のように活性化させることで、今後の解明に期待できるのではないでしょうか！"
46,"[第13報]","メタヘドロンの復旧","デザート・バロー遺跡最深部に位置する、メタヘドロンが復旧しました！<hex:02100103>本部基地のエウヘドロンのように、樹木の葉のような鮮やかな緑色の光を放っていますね。<hex:02100103><hex:02100103>研究チームによれば、この構造物はガイドストーンなどの比較的小さな機構と同じ材質で作られているものの、純度が桁違いに高いのだとか。<hex:02100103>言われてみれば、色味も少し濃く見えますね。<hex:02100103>大規模な機構を作るためには、エーテルの流れを阻害する不純物が少ない素材を使う必要があった、ということでしょうか。<hex:02100103><hex:02100103>ともかく、再稼働させたばかりゆえ詳しい調査はこれからですが、エウヘドロンとエーテルの波長が呼応している可能性も指摘されはじめています。<hex:02100103>今後、両拠点の機構に何らかの繋がりが見つかるかもしれませんね。"
47,"[第14報]","翠核の谷全域へのコスモライナー延伸","デザート・バロー遺跡の手前まで敷設していたコスモライナーを、最深部まで延伸させることができました！<hex:02100103><hex:02100103>遺跡構内のガイドストーンやメタヘドロンには、稼働に応じて定期的にオイジュスジャスパーからのエーテル供給が必要となりそうでして、そのため物資の迅速な運搬に、コスモライナーが役立つというわけですね。<hex:02100103>同時に、ステーション間の擬似的な風脈形成が、本部のエウヘドロンと地下遺跡のメタヘドロンとを繋ぐ助けにもなりそうだとか……今後の研究進展が待たれます。<hex:02100103>さて、これにて惑星オイジュスにおける現在の予定探索区域内の、全域への敷設が完了しましたよ。<hex:02100103>研究チームの行き来もますます活発になり、メタヘドロンについての調査も進んでいくことでしょう！"
48,"[第15報]","テラ・ファーマ基地の構造強化","テラ・ファーマ基地の構造を、頑強に強化する工事が完了しましたよ！<hex:02100103>整備中だった基地内部の内装も、今後の設備増設に備えてバッチリ仕上がりました。<hex:02100103><hex:02100103>遺構に取り付けている設備は、やがてわたくしたちが探索を完全に完了してこの星を離れることがあれば原状復帰ができるような、仮設工法で設置してあります。<hex:02100103>可逆性を保ちながら十分な構造強化を行うことは至難の業でしたが……皆さんのご協力の賜物ですね！<hex:02100103><hex:02100103>さてこの構造強化の目的は、デザート・バロー遺跡のメタヘドロンと基地のエウヘドロンとを共鳴させ、エーテル情報の転送を行うための通信設備を、基地の屋上部に設置することです。<hex:02100103>屋上部へと登れるように、外階段やエレベーターも備えましたので、今後ご活用くださいね！"
49,"[第16報]","オーソスタット・タワー竣工","テラ・ファーマ基地にそびえるように、巨大通信設備が竣工しました！<hex:02100103><hex:02100103>「オーソスタット・タワー」と名付けられたこの設備は、距離の離れた結晶体機構を繋ぐ、エーテル共鳴機として使用することができる想定です。<hex:02100103>基地の中央機構エウヘドロンは、稼働に関するエーテル情報が欠損していたためにこれまで復旧ができませんでしたが……地下で無事のまま残っていたメタヘドロンと同期できれば、いよいよ動き出すかもしれません！<hex:02100103><hex:02100103>エウヘドロンは先駆者たちの活動の中心にあったとも考えられているだけに、復旧が叶えば、彼らについて新しいことがわかるはずです！<hex:02100103>研究チームは、オーソスタット・タワーの稼働に向けて早速準備をしていますよ。"
50,"[第17報]","エウヘドロンの語る過去と路","エウヘドロンから、いかなる情報が開示されるのか……。<hex:02100103>研究者たちは大きな期待を胸に、解析の準備を進めているようです。<hex:02100103>ここで先駆者たちの情報が明らかとなれば、次なる探査計画にも大きな影響を与えるはず。<hex:02100103>既にギャラクティックウェイ号は、新たな旅立ちに向けた準備に入っています！<hex:02100103><hex:02100103>パエンナよりこの惑星を観測した頃は、文明の痕跡を確認しつつも、それらがどのようなものなのか、まったくの未知数でした。<hex:02100103>しかし探索を通じて、おぼろげながら先駆者たちの足跡が見えてきたように思います。<hex:02100103><hex:02100103>彼らが何を想い、何を願い、何を目指したのか。<hex:02100103>コスモエクスプローラー計画機構は、彼らの想いを知るために探求の旅を続けますよ！"
51,"[第1報]","勇め、惑星アウクセシア探索計画","月から数えて4つ目の星、この「惑星アウクセシア」でも、わたくしレポーティングウェイが探索活動の日々を綴るべく、筆を執らせていただきます。<hex:02100103>計画に携わる皆様への、よき記録となりますように！<hex:02100103><hex:02100103>惑星オイジュスでは、先駆者たちと我々が呼ぶ存在の文明遺構の調査を行いました。<hex:02100103>そして結晶体機構「エウヘドロン」の修復と再起動により、この惑星への航路図が現れたのです！<hex:02100103><hex:02100103>砂漠状態だった先の星とは打って変わり、惑星アウクセシアは濃い緑で覆われていますが、そのなかには大規模な都市遺構がそびえ続けていました。<hex:02100103>おそらく、この惑星こそが先駆者たちの母星だったのでしょう……！<hex:02100103><hex:02100103>さっそく我々は「ティンバーロッジ基地」を設営、探索を開始しました。<hex:02100103>ぜひ皆様も力添えをお願いいたします！"
52,"[第2報]","居住モジュールの竣工","惑星アウクセシア探索の足掛かりとして、「居住モジュール」が竣工しました！<hex:02100103>先駆者たちの構造物の特徴を活かし、難燃・耐久加工を施した現地の木材を取り入れています。<hex:02100103>こうした素材を用いることは、星への環境負荷を抑えるためにも有効だそうですよ。<hex:02100103><hex:02100103>また先駆者たちの築いた都市空間は、巨大樹の樹冠部が魔法により扁平に均され、さながら空中庭園の連なりのような風景が形成されています。<hex:02100103>我々が「森島」と呼称することにしたそれぞれの円形の土地の下部にも、居住部などが連なっているのだとか！<hex:02100103>そのすべてが惑星オイジュス同様、魔法的な物質変化で鋸も釘も使わず生み出されたと見られるとのことですから驚きですね。"
53,"[第3報]","コスモライナーの広域展開","ティンバーポンドからナーヴュア緑道全域を包括する都心部に、コスモライナーが敷設されました！<hex:02100103><hex:02100103>この惑星アウクセシアにおいては、かつて物理的な道路網と地脈の流れを組み合わせた高度な高速移動路が、都心部から郊外まで整備されていたようです。<hex:02100103>今回のコスモライナー展開にあたっては、その地脈の流れを読み解き、先駆者たちが用いただろう経路に沿ってステーションを設置しています。<hex:02100103>結果として、消費エネルギーを大幅に抑えることに成功！<hex:02100103>先駆者たちの魔法的知見が優れていたことが、はからずも証明されました。<hex:02100103><hex:02100103>おかげで広域を一挙にカバーできましたので、これからもコスモライナーを活用して、先駆者たちの都市空間を探索していきましょう！"
54,"[第4報]","インフラ関連設備の竣工","惑星アウクセシアの環境に適応させた、発雷設備と給水施設が完成しました！<hex:02100103><hex:02100103>この星の環境は、これまでの惑星に比べ大変安定していますが、たとえば水をそのまま生活用水として用いるには未知数の危険が伴います。<hex:02100103>大樹内の人工水路によって樹上に運ばれている水は、ろ過も行われているようですが、先駆者の肉体的構造が不明な以上、人やレポリットにとって有害な物質が残っていないとも限りませんからね。<hex:02100103><hex:02100103>そこで探索活動のなかで培ってきたノウハウを駆使した、最新鋭の浄水設備を導入しているんですよ。<hex:02100103>発雷設備もアップデートしていますし、これまででもっとも安定した供給施設であると、胸を張れるものになっているでしょう！"
55,"[第5報]","子葉の塔の復旧","基地からすぐ南東に位置する「子葉の塔」の復旧に成功しました！<hex:02100103>その中枢には惑星オイジュスの「エウヘドロン」と同じ組成の緑色の結晶体を有していることが確認されていますし、今後の解析次第では大きな発見があるかもしれませんね。<hex:02100103><hex:02100103>ちなみに塔の周辺には、枝葉の色が変わるほどの重篤な樹木病害に冒されていた木々が繁茂していました。<hex:02100103>幻花風を発生させる都市機能維持機構でも駆除することが敵わなかったこれらの病により、徐々に森島のエーテル還流が阻まれ、子葉の塔へとエネルギーが及ばなくなっていたようです。<hex:02100103>そこで我々は新開発の錬金剤を散布し、病に冒された木々の駆除と治癒、地脈の活性化を行いました！<hex:02100103><hex:02100103>作戦は見事成功し、塔とその周辺は活力を取り戻したというわけです。<hex:02100103>この方法を応用して、今後の探索も進めていきたいですね！"
56,"[第6報]","ティンバーロッジ基地の拡充整備","エーテル変換器を設置しての周辺環境との回路接続、そして発雷設備の更新を主とした、ティンバーロッジ基地の拡充を行いました！<hex:02100103>これにて、復旧した子葉の塔と直接接続し、解析をより高度かつ迅速に進めていくことができるでしょう。<hex:02100103>合わせて通路の舗装やローダーハンガーのアップデートも行い、計画参加者の皆様の利便性も大きく向上しているかと思われます！<hex:02100103><hex:02100103>今回の拡充により、都市機構への理解が大きく進むものと思われますが、先駆者文明の全体像を把握するためには、より多くの都市機能の復旧と接続が不可欠……。<hex:02100103>さらなる探索も進めるべく、邁進してまいりましょう！"
57,"[第7報]","シルヴァン・スタックスの経路開通","シルヴァン・スタックス内縁部への調査を進めるには、異常繁茂して道を塞いでいた樹木を伐採する必要がありました。<hex:02100103>これらの木々は、森島内へのエーテルの流れもせき止めてしまっていたのです。<hex:02100103><hex:02100103>そこで投入されたのが、惑星アウクセシア専用機として開発された新型重機コスモ・ハーベスタです！<hex:02100103>どんな巨木にも立ち向かえる大型鋸と運搬アームを兼ね備え、期待どおりの活躍で障壁と化した樹木を突き破ることができました！<hex:02100103><hex:02100103>そうして辿り着いた内縁部には新たな機構、常葉の塔がそびえていました。<hex:02100103>青き鉱石に囲まれ、子葉の塔とはまた異なる様子ですが、ここにはどんな役割が与えられているのでしょうか？"
58,"[第8報]","常葉の塔の復旧","シルヴァン・スタックスにそびえる「常葉の塔」を、復旧させることができました！<hex:02100103>また、道を塞いでいた木々同様、異常繁茂した樹木を鎮めることもできたようですよ。<hex:02100103><hex:02100103>基地と接続することで進めた解析の結果、最初に見つかった子葉の塔は都市全体を巡るエーテル流を管理する中継基地としての役目を帯びていたことが判明。<hex:02100103>対して今回の常葉の塔とその周辺は、高度な魔法都市の情報保管庫の役割を担っていたのではと考察されているようですよ。<hex:02100103>エーテルを情報伝達にも用いていた先駆者文明のことですから、今後の解析によって、さらなる知見が得られるかもしれませんね。<hex:02100103><hex:02100103>往時のこの都市がどんな姿をしていたのか……想像が膨らみます！"
59,"[第9報]","シルヴァン・スタックスへのコスモライナー延伸","シルヴァン・スタックス内縁部まで、コスモライナーが延伸しました！<hex:02100103>これで基地の対角に位置する常葉の塔付近への移動が、ぐっと楽になったと、研究チームからもご好評をいただいていますよ。<hex:02100103><hex:02100103>前回のコスモライナー敷設展開時に、その敷設にあたって先駆者文明が遺したエーテル経路を活用しているとご説明しました。<hex:02100103>その結果、コスモライナーの利用が元々存在していた都市全体を覆うエーテル流の活性化を促すことに繋がったようです。<hex:02100103>移動の利便性向上のための施策が、都市機能の復旧にも補助的に貢献したなんて、まさに嬉しい誤算と言えるでしょう。"
60,"[第10報]","コスモポートの機能拡充","惑星アウクセシアの玄関口、コスモポートの機能が拡充されました！<hex:02100103><hex:02100103>今回もギャラクティックウェイ号向けの発雷所を設けたほか、幻花風による機器への影響を防ぐための機能を新たに設置させています。<hex:02100103>宙へと飛び立つ路が、ますますブレずにまっすぐになったというわけですね。<hex:02100103><hex:02100103>大気圏外への路と言えば、この星を覆う天脈の濃度を観測したところ、重力魔法によるものと思しき影響が見られたとのこと。<hex:02100103>地上との角度から考察するに、まさに我々の基地やコスモポートの付近から、先駆者たちも宇宙へと旅立っていたのかもしれませんね。"
61,"[第11報]","テレトロープの架設","陸路からの到達が困難だった南西の「石蒼き林班」内部へと渡る、木の根の橋「テレトロープ」が架けられました！<hex:02100103><hex:02100103>今回の作業には、周辺で多数発見されていた先駆者文明の自律機械と思しき残骸が活用されました。<hex:02100103>「ティンバー・ドローン」と名付けられたこれらの機械は、樹木の変形や維持を担った端末だったようです。<hex:02100103>アーテリス由来の技術を用いた修復により、限定的な機能が息を吹き返し、森島の木の根を活性化させ橋として架けることに成功したのです！<hex:02100103><hex:02100103>石蒼き林班の内部に眠る機構も、これまでの2つの塔と同等に都市に必要不可欠な機能を有していると考えられます。<hex:02100103>さらにこの都市の実像に迫るべく、先へ進みましょう！"
62,"[第12報]","末葉の塔の復旧","石蒼き林班内部に守られていた「末葉の塔」を、復旧させることができました！<hex:02100103>塔に輝きが灯ると同時に、森島の内外で枯れかけていた樹木も活力を取り戻したそうですよ。<hex:02100103><hex:02100103>末葉の塔周辺といえば、巨大なインディコライト結晶が特徴的ですね。<hex:02100103>ほかのタワーの周辺にも同じくエネルギー塊や記憶媒体として用いられていたと思われるオイジュス産の鉱石塊が多数存在していますが、こちらの大きさは別格です。<hex:02100103>研究者たちの見立てでは、これが都市全体を覆うエーテル流を制御・指揮する役目を担っていたのではないか、とのこと。<hex:02100103><hex:02100103>つまり、3つの塔が揃って復旧したことで、いよいよ都市の中枢機構へと迫る準備が整ったとのことです。<hex:02100103>さぁ、この先もますます意気込んでまいりましょう！"
63,"[第13報]","石蒼き林班へのコスモライナー延伸","石蒼き林班最深部まで、コスモライナーを延伸させることができました！<hex:02100103><hex:02100103>これに伴い、都市を巡るエーテル流もさらに活性化……。<hex:02100103>計測を行った研究チームによれば、言語的なパターンが検出されたとのことで、魔法大学考古学部の協力を得て、翻訳ができないか解析を加速させているとのことですよ。<hex:02100103><hex:02100103>しかし気になるのは、それらのエーテル流は反復的であるということ。<hex:02100103>つまり「同じ文章を繰り返し発している」ような状態というわけですね。<hex:02100103>だとするなら常態的な都市機能は復旧したものの、先駆者たちの知性が秘められたより中枢的な機構が眠りから覚めたわけではないということ。<hex:02100103>ひときわ大きくそびえる白き大樹の塔を復旧させれば、このあたりも変わっていくのでしょうか？<hex:02100103>先駆者たちの謎の中心へと迫るべく、さらなるご協力をよろしくお願いいたします！"
64,"[第14報]","ローダーハンガーの機能更新","都市中枢の塔へと挑むべく、ローダーハンガーをアップグレードいたしました！<hex:02100103>新仕様にチューンしたパワーローダーへの対応を可能にし、メンテナンス機能も大幅拡張！<hex:02100103>さらに雷力チャージの高速化も完了し、多くの機体を同時に出動させることが可能になりましたよ。<hex:02100103><hex:02100103>合わせて基地内部には、改めて植樹を増やして憩いのスペースを整備し、さらに中央には、セントラルクリスタルや重要交信機材をカバーするようにシールド屋根を設置しました！<hex:02100103>今回のティンバーロッジ基地も、いよいよ完成形としての姿になったでしょうか？<hex:02100103><hex:02100103>たっぷりの緑と木製ベンチで休憩をしたあとは、都市中枢へ挑むべくもうひと頑張りですね！"
65,"[第15報]","コア・シュラウド上層の環境整備","新型パワーローダーを駆使し、ついに都市中心部「コア・シュラウド」上層へと到達することができました！<hex:02100103>わたくしも現地へと赴きましたが、遥か高所から眺める都心部はなんとも絶景でした……！！<hex:02100103>上層には枝分かれしたドーム状の屋内施設が複数存在し、いずれも都市の脳とも呼べるような重要な機構を有しているようです。<hex:02100103>そして下層の森島全域の都市機構が復旧したこと、またローダーによる錬金剤噴霧で上層のエーテル流を活性化したことで、これまで完全な休眠状態にあったコア・シュラウドにも目覚めの兆候が確認されたのだとか。<hex:02100103>コスモライナーのステーションも設置でき、中枢施設へと迫る準備は完璧です！"
66,"[第16報]","グランマ・ローレルの再起動","この星で最重要と見られる中枢施設「グランマ・ローレル」の再起動準備が整いました！<hex:02100103><hex:02100103>ここでも下層で見てきた多くの森島同様、多くの木々が活力を失っていましたが、我々の錬金剤噴霧によってエーテル流の活性化に成功。<hex:02100103>結果として、我々は謎めいた巨大球体と、それを支えるように伸びる神秘的な1本の樹木の姿を確認することができました。<hex:02100103>研究チームは中央演算システムのようなものではと推測しているようですが、果たして……。<hex:02100103><hex:02100103>グランマ・ローレルを完全に目覚めさせるには、あとは繊細な箇所に手作業でエーテル流を接続するだけ。<hex:02100103>方策の試行を研究チームに任せつつ、そのときを待つばかりです。"
67,"[第17報]","先駆者たちの木々の歌","グランマ・ローレルを取り巻くこの星は、すっかり美しき緑を取り戻し、木々のざわめきからは先駆者たちが我々に歌いかけてくるかのような気配すら感じられます。<hex:02100103>私たちが降り立ったときの惑星アウクセシアは、豊かな緑を保ちつつも、そのあちこちに問題を抱えていました。<hex:02100103>しかし今やそれらは失せ、都市を覆うエーテルは淀みなく流れています。<hex:02100103><hex:02100103>我々コスモエクスプローラー計画機構には、当初より掲げてきた目標があります。<hex:02100103>宇宙の星々を巡り、そこに生きた生命に出会うこと……。<hex:02100103>たとえ手と手を交わしたのでなくとも、その穏やかに流れ続ける息吹を肌に感じることができたのだと、わたくしはそう信じてみたいと思います。<hex:02100103><hex:02100103>探索計画はこれにて一段落となるでしょうが、宇宙に未知がある限り、我々の活動は終わりません！<hex:02100103>宙の路を巡る旅は、果てに行き着いたわけではないのですから！<hex:02100103>以上、レポーティングウェイでございました。"
