key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
29,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"C'est vous qui avez accepté notre demande<hex:021D0103>? Je vous prie de vous dépêcher.","Oh, mais quel admirable travail<hex:021D0103>! C'est exactement ce qu'il nous fallait comme qualité.","J'ai bien peur que vous n'ayez pas sur vous ce que nous vous avons demandé... Dépêchez, je vous prie<hex:021D0103>!","C'est vraiment du bon travail, avec le niveau de qualité requis. Accepteriez-vous de faire un autre travail pour nous dans la foulée<hex:021D0103>? Bien sûr, votre récompense sera à la hauteur de vos efforts.","Écoutez, si vous n'avez pas le temps, nous ne pouvons pas vous y obliger. J'espère toutefois que vous nous ferez le plaisir de retravailler pour nous.","Oui, je crois bien que le compte y est<hex:021D0103>! Merci énormément. Voici votre dû<hex:021D0103>!"
30,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"C'est vous qui avez accepté notre demande, n'est-ce pas<hex:021D0103>? Avez-vous apporté ce que nous voulons<hex:021D0103>?","Oui, c'est exactement ce qu'il nous faut<hex:021D0103>! Une chance qu'il y ait des pêcheurs de votre envergure par ici. Je vais récompenser vos efforts à leur juste valeur.","J'ai comme qui dirait l'impression que vous avez oublié le plus important... notre commande<hex:021D0103>!","Écoutez, ce que vous m'apportez me satisfait pleinement, mais j'aimerais vous demander un petit supplément, si vous le voulez bien...","Vous ne pouvez pas<hex:021D0103>? Eh bien, ce n'est pas grave. Je trouverai sûrement quelqu'un d'autre, qui acceptera à votre place...","Merci infiniment<hex:021D0103>! Vous avez fait un excellent travail<hex:021D0103>! Tenez, voici la récompense promise."
31,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Quand vous aurez récupéré les produits pour les mandats, n'hésitez pas à me les apporter. Je suis certaine que nos clients sont impatients de recevoir leur commande.","C'est une belle livraison que vous me faites là<hex:021D0103>! Continuez comme ça et les clients ne seront jamais déçus.","Hum... Vous n'avez visiblement aucune commande de prête. Je ne doute pas du fait que vous avez été très occupé<hex:020808E905FF02>e<hex:FF01><hex:03>, mais il ne faut pas pour autant délaisser nos clients...","Voilà qui va faire plaisir à la personne qui attendait sa commande. D'ailleurs, elle nous en a passé une autre<hex:021D0103>! Si ça vous intéresse, le mandat est pour vous. Il y aura évidemment une autre récompense à la clef<hex:021D0103>!","Désolée, je vois que vous n'êtes pas intéressé<hex:020808E905FF02>e<hex:FF01><hex:03>. Peut-être une autre fois, quand vous aurez plus de temps<hex:021D0103>?","Parfait<hex:021D0103>! Pour vous remercier, une compensation a été ajoutée à votre récompense..."
32,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"C'est vous <hex:02081EE905FF0D>la pêcheuse<hex:FF0C>le pêcheur<hex:03> qui a accepté de remplir certains mandats, non<hex:021D0103>? Si vous avez des prises à livrer, c'est à moi qu'il faut les amener<hex:021D0103>!","Bien, bien, bien... Tout y est<hex:021D0103>! Vous avez bien mérité votre récompense.","Bien, bien, bien... La commande... n'est absolument pas prête<hex:021D0103>! Courage, c'est juste un petit effort à fournir<hex:021D0103>!","Bien, bien, bien... Tout a l'air en ordre. Maintenant que vous avez effectué cette commande, seriez-vous intéressé<hex:020808E905FF02>e<hex:FF01><hex:03> par un autre mandat<hex:021D0103>?","Quel dommage<hex:021D0103>! Mais bon, tant pis... Pour être tout à fait honnête, j'étais justement en train de me dire que je pourrais très bien remplir ce mandat moi-même. Il faudrait juste que je trouve cinq minutes pour sortir ma canne et m'en occuper<hex:021D0103>!","Merci à vous<hex:021D0103>! Je suis épatée par votre travail. Vous faites toujours de belles prises comme ça<hex:021D0103>? Bref, voilà votre récompense, avec un petit plus en compensation<hex:021D0103>!"
33,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Vous avez rempli la commande pour le mandat que vous avez accepté<hex:021D0103>? Si c'est le cas, je vous prie de l'apporter ici<hex:021D0103>!","Oui, c'est bien ce qui était stipulé dans le mandat. Vous avez bien mérité votre récompense<hex:021D0103>!","Euh... Où est l'article qui vous a été demandé<hex:021D0103>? Ne me dites pas que vous l'avez oublié, quand même<hex:021D0103>!<hex:021D0103>...","Oui, c'est bien ce qui était stipulé dans le mandat. Mais dites, ça vous embêterait de faire quelque chose en plus<hex:021D0103>? Bien sûr, votre récompense sera majorée<hex:021D0103>!","Non<hex:021D0103>? Ce n'est pas grave, puisque vous avez fait ce qu'on vous avait demandé initialement.","Oui, c'est parfait comme ça<hex:021D0103>! Tenez, comme promis, voici votre récompense avec un petit supplément<hex:021D0103>!"
34,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"C'est bien vous <hex:02081EE905FF0D>la pêcheuse<hex:FF0C>le pêcheur<hex:03> qui aviez accepté le mandat<hex:021D0103>? Avez-vous attrrrapé ce qu'on vous avait demandé<hex:021D0103>? Si oui, veuillez me remettre ça, s'il vous plaît<hex:021D0103>!","Oui, c'est bien ça<hex:021D0103>! Tenez, voici la rrrécompense<hex:021D0103>!","Attendez, mais ça ne suffit pas... Vous n'aurrriez pas oublié quelque chose sur le lieu de pêche<hex:021D0103>?","Oui, c'est bien ça<hex:021D0103>! Mais dites, vous pensez que vous pourriez accepter une commande supplémentairrre<hex:021D0103>? Bien sûr, la récompense serait conséquente<hex:021D0103>!","Je vois... J'imagine que vous avez d'autrrres engagements à tenir. Je ne vais pas insister alors.","Parrrfait<hex:021D0103>! Tenez, voici la récompense augmentée, comme je vous l'avais dit<hex:021D0103>! Merci pour votre travail<hex:021D0103>!"
35,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Passez au guichet dès que vous aurez ce que l'on vous a commandé.","Parfait<hex:021D0103>! Exactement ce qui nous a été commandé<hex:021D0103>!","Notre commande ne se trouve pas dans vos affaires<hex:021D0103>? Me dites pas que vous avez oublié de la mettre dans votre baluchon avant de venir...","0","0","0"
36,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Merci pour votre aide<hex:021D0103>! N'oubliez pas de nous livrer la commande quand vous reviendrez de votre pêche. Ce serait dommage qu'elle pourrisse dans votre sac<hex:021D0103>!","Belle prise<hex:021D0103>! Tenez, les pros de la pêche comme vous méritent une belle récompense<hex:021D0103>!","Euh... Croyez-le ou pas, votre prise s'est fait la malle... À moins que vous l'ayez oubliée<hex:021D0103>?","0","0","0"
37,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Si vous avez rempli la commande pour le mandat que vous avez accepté, n'oubliez pas de me l'apporter<hex:021D0103>!","C'est en tous points conforme aux conditions du mandat. Vous avez bien mérité votre récompense<hex:021D0103>!","Apparemment, vous n'avez aucun article correspondant... Je vous laisse le soin de mettre de l'ordre dans vos affaires.","0","0","0"
38,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Vous devez être <hex:02081EE905FF0D>la pêcheuse<hex:FF0C>le pêcheur<hex:03> qui avait accepté le mandat<hex:021D0103>? Remettez-moi donc votre prise, si vous l'avez apportée<hex:021D0103>!","C'est ef<hex:02160103>fec<hex:02160103>ti<hex:02160103>ve<hex:02160103>ment une très belle prise<hex:021D0103>! Vous méritez une récompense à sa hauteur<hex:021D0103>!","Hum... Rien ne correspond dans votre besace... Vous n'avez pas relâché votre prise par mégarde<hex:021D0103>?","0","0","0"
