key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
41,24,72241,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Perforant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Sort spécial des apkallus.<hex:02100103>Reproduit par la magie la capacité qu'ont ces animaux à recracher, avec une force étonnante, une sardine préalablement avalée tout rond au visage de leurs prédateurs, lesquels en restent souvent bouche bée.",1,32,0,0,True,False,False,False,False,True,False,False,False,False,False,False
42,29,72242,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort spécial des dragons à carapace.<hex:02100103>Manipule l'éther de terre pour dresser une barrière magique renforcée de particules métalliques qui épouse la forme de l'armure ou des vêtements du lanceur. Ce dernier est immobilisé tant son équipement s'en retrouve alourdi.",4,25,0,0,False,True,False,False,False,False,False,False,False,False,False,False
43,38,72243,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Perforant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Feu<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Technique héritée des Mamool Ja du nouveau continent.<hex:02100103>Matérialise un angon (un type de javelot), l'imprègne d'éther de feu et le projette sur l'ennemi. Chaque étape de ce sort fait appel à la magie du lanceur.",4,30,0,0,True,False,False,False,False,False,False,False,False,False,False,False
44,44,72244,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Vent<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★★<hex:02100103>","Technique spéciale de Garuda.<hex:02100103>Crée une multitude de plumes magiques en suspension, puis les abat sur l'ennemi à l'aide d'une violente rafale descendante. Les lacérations ainsi infligées sont, paraît-il, ex<hex:02160103>trê<hex:02160103>me<hex:02160103>ment douloureuses.",4,65,0,0,True,False,False,False,False,False,False,False,False,False,False,False
45,45,72245,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Feu<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★★<hex:02100103>","Technique spéciale d'Ifrit.<hex:02100103>Renforce l'élément feu en un point précis du flux éthéré afin de provoquer une puissante éruption, qui n'a rien à envier à celles des volcans.",4,63,0,0,True,False,False,False,False,False,False,False,False,False,False,False
46,46,72246,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Contondant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Terre<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★★<hex:02100103>","Technique spéciale de Titan.<hex:02100103>Libère de l'énergie éthérée de terre qui se matérialise en une multitude de rochers frappant l'ennemi. Le choc est si puissant qu'il pourrait briser une montagne.",4,64,0,0,True,False,False,False,False,False,False,False,False,False,False,False
47,47,72247,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Foudre<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★★<hex:02100103>","Technique spéciale de Ramuh.<hex:02100103>Fait s'abattre, tel un marteau de guerre, la foudre sur l'ennemi. La tension électrique générée dépasse allègrement celles que l'on peut mesurer dans la nature.",4,78,0,0,True,False,False,False,False,False,False,False,False,False,False,False
48,48,72248,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Glace<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★★<hex:02100103>","Technique spéciale de Shiva.<hex:02100103>Crée un arc magique tirant un barrage de flèches glacées. Cœur-de-glace a mis au point cette technique en s'inspirant des chasseurs de La Penne.",4,80,0,0,True,False,False,False,False,False,False,False,False,False,False,False
49,49,72249,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Eau<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★★<hex:02100103>","Technique spéciale de Léviathan.<hex:02100103>Capte l'humidité environnante pour créer un voile d'eau chargé d'énergie éthérée, qui réagit à toute attaque subie par une riposte immédiate.",4,73,0,0,False,True,False,False,False,False,False,False,False,False,False,False
50,50,72251,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Vent<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort utilisé par les griffons.<hex:02100103>Les griffons emploient généralement cette technique pour défendre leur territoire. Le puissant souffle généré n'est pas sans rappeler les rafales de vent balayant les pics d'Abalathia.",4,36,0,0,True,False,False,False,False,False,False,False,False,False,False,False
51,51,72252,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Eau<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Attaque spéciale du liquide vivant.<hex:02100103>L'étrange engin connu sous le nom de noyau d'hydrate permet de contrôler les fluides afin de créer de puissants courants. La magie bleue permet de reproduire ses effets et de repousser les plus imposants adversaires.",4,114,0,0,True,False,False,False,False,False,False,False,False,False,False,False
52,52,72253,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Glace<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort utilisé par les yétis.<hex:02100103>Réduit la température de l'air dans les voies respiratoires afin de l'expulser en un souffle frigorifique. Il est si froid que les victimes d'œdèmes qui subissent cette attaque se retrouvent gelées.",1,2200,69269,69268,True,False,False,True,False,False,False,False,False,False,False,False
53,53,72254,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Foudre<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort utilisé par les serpents de mer.<hex:02100103>Les serpents de mer peuvent incorporer à de l'eau l'éther de foudre accumulé à la surface de leur corps. Ils crachent ensuite cette boule sur leurs ennemis afin de les affaiblir.",1,2100,0,0,True,False,False,False,False,False,False,False,False,False,False,False
54,54,72255,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Tranchant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Attaque spéciale des poupées panzer.<hex:02100103>Balaye les ennemis devant soi en faisant tournoyer à la vitesse de l'éclair une lance faite d'éther concentré. ",4,112,0,0,True,False,False,False,False,False,False,False,False,False,False,False
55,55,72256,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Perforant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Technique spéciale des archidémons.<hex:02100103>Matérialise une multitude de lames éthérées autour de la cible puis la transperce de toute part. Les dégâts subis sont avant tout psy<hex:02160103>cho<hex:02160103>lo<hex:02160103>gi<hex:02160103>ques, paralysant parfois la victime.",4,31,0,0,True,False,False,False,True,False,False,False,False,False,False,False
56,56,72257,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Sort utilisé par les païssas.<hex:02100103>Produit une étrange mélodie connectant les ennemis autour de soi à un autre plan d'existence où les vérités de l'univers leur sont révélées. Les victimes, incapables d'absorber tout ce savoir, se retrouvent plongées dans un profond sommeil.",1,2100,0,0,True,False,False,False,False,False,False,False,True,False,False,False
57,57,72258,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort utilisé par les empousas.<hex:02100103>Fait vibrer une partie du corps et emet une onde discordante. Ce son traverse le périsprit des ennemis et fragilise leur équilibre éthéré, rendant inopérants certains effets bénéfiques qu'ils utilisent.",1,2101,0,0,True,False,False,False,False,False,False,False,False,False,False,False
58,58,72259,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Sort de guérison utilisé par certains Mogs.<hex:02100103>Ce sort est exactement identique au Soin des élé<hex:02160103>men<hex:02160103>ta<hex:02160103>lis<hex:02160103>tes, mais les Mogs ont une théorie bien à eux. “Pour se soigner, il suffit d'accumuler plein de magie dans son pompon, et de tout relâcher tout d'un coup, kupo<hex:021D0103>!”",4,66,0,0,False,True,False,False,False,False,False,False,False,False,False,False
59,59,72260,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort utilisé par certains Gobelins.<hex:02100103>Permet de se recouvrir d'une mince couche d'éther absorbant les chocs. Cette technique a été développée par les chercheurs de la Main indigo désireux de percer les secrets de la magie par la méthode scien<hex:02160103>ti<hex:02160103>fi<hex:02160103>que.",1,2001,0,0,False,True,False,False,False,False,False,False,False,False,False,False
60,60,72261,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort notamment utilisé par Byblos.<hex:02100103>Fait apparaître un marteau à la fois matériel et immatériel. La victime de cette frappe est placée dans un état de prostration extrême qui sape ses pouvoirs magiques.",4,196,0,0,True,True,False,False,False,False,False,False,False,False,False,False
61,61,72262,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Sort utilisé par la reine des guêpes.<hex:02100103>La reine de la ruche emet des phéromones poussant ses serviteurs à la protéger au péril de leur vie. Ceux qui abusent du sort reproduisant cette technique ne voient plus en leurs alliés que de simples boucliers de chair.",4,41,0,0,False,True,False,False,False,False,False,False,False,False,False,False
62,62,72263,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Sort utilisé par les poroggos.<hex:02100103>Le lanceur se met dans la peau d'un vulgaire crapaud et entonne un chant dont la stupidité attise la colère de ses ennemis.",1,2001,69272,69271,True,False,False,False,False,False,False,False,False,False,False,False
63,63,72264,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Vent<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort utilisé par les zus.<hex:02100103>Ces oiseaux sont capables grâce à leurs énormes ailes de concentrer l'éther de vent en grande quantité et de le projeter vers l'avant. Les pauvres victimes se retrouvent alors à affronter un vent aussi saillant qu'une pluie de lames.",4,17,0,0,True,False,False,False,False,False,False,False,False,False,False,False
64,64,72265,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Sort utilisé par les dhalmels.<hex:02100103>Permet de décupler ses forces grâce à l'autosuggestion. En période de rut, le dhalmel mâle emet un sifflement particulier, puis utilise cette technique pour s'attirer les bonnes grâces des femelles.",1,2100,69270,69269,False,True,False,False,False,False,False,False,False,False,False,False
65,65,72266,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Technique de garrottage des cavaliers.<hex:02100103>Tire une vague d'éther avec précision pour physiquement affaiblir la cible et la ralentir. Cette technique gagne en efficacité si la victime est déjà en détresse mentale.",4,34,0,0,True,False,True,False,False,False,False,False,False,False,False,False
66,66,72267,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Technique de torture des cavaliers.<hex:02100103>Tire une vague d'éther avec précision pour mentalement affaiblir la cible et l'immobiliser. Cette technique gagne en efficacité si la victime est déjà en détresse physique.",4,34,0,0,True,False,False,False,False,False,False,False,False,True,False,False
67,67,72268,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort utilisé par certains démons.<hex:02100103>Infection mentale qui s'immisce dans l'esprit des organismes arrivés à une étape par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>re de leur développement. Elle interrompt tous les processus de purification du corps et provoque une mort instantanée.",4,31,0,0,True,False,False,False,False,False,False,False,False,False,False,True
68,68,72269,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort s'inspirant d'une arme magitek.<hex:02100103>Crée l'illusion d'une salve de missiles à partir d'éther. Plus les victimes sont persuadées que l'assaut est réel, plus leur corps souffre et subit d'importants dégâts.",4,219,0,0,True,False,False,False,False,False,False,False,False,False,False,True
69,69,72270,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort s'inspirant d'une machine née d'un Primordial.<hex:02100103>Réduit la cible à l'impuissance en frappant ses connexions nerveuses grâce à un rayon laser ex<hex:02160103>trê<hex:02160103>me<hex:02160103>ment fin et concentré. Le sort, répété à intervalles réguliers, peut même incapaciter indéfiniment la victime.",4,115,0,0,True,False,False,False,False,False,False,True,False,False,False,False
70,70,72271,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Sort utilisé par certaines espèces de pampas.<hex:02100103>Même si ce n'est que par instinct, les pampas savent faire preuve d'altruisme. Ils placent parfois la survie de l'espèce avant la leur en offrant un peu de leur éther pour aider les jeunes pousses des autres individus.",4,26,0,0,False,True,False,False,False,False,False,False,False,False,False,False
71,71,72272,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Contondant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort offensif transmis de génération en génération chez les Whalaqee.<hex:02100103>Le potentiel offensif de cette attaque est d'autant plus élevé que le mage est proche de la mort. L'animal sur lequel la technique a été copiée est l'un des secrets les mieux gardés des Whalaqee.",2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
72,72,72273,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort de résurrection transmis de génération en génération chez les Whalaqee.<hex:02100103>Fait apparaître un familier ressemblant à un petit ange pour ressusciter un allié inconscient. L'origine de ce sort est d'autant plus mystérieuse que la religion whalaqee ne dépeint aucune figure angélique.",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
73,73,72274,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort utilisé par les wamouras.<hex:02100103>Stimule les capacités de régénération de l'organisme et purge le corps de ses toxines et des poisons qui pourraient le ronger. Le lanceur se sent presque renaître.",1,2100,69271,69270,False,True,False,False,False,False,False,False,False,False,False,False
74,74,72275,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Foudre<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Sort utilisé par les wyvernes anciennes.<hex:02100103>Certaines wyvernes ont l'art de charger électriquement leur épiderme en volant à travers les couches de brouillard. Elles peuvent ensuite relâcher cette énergie en lançant une boule foudroyante qui engourdit leur ennemi.",4,39,0,0,True,False,False,False,False,False,False,False,False,False,True,False
75,75,72276,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Technique propre aux bêtes sauvages.<hex:02100103>Bien entendu, les mages bleus ne dévorent pas lit<hex:02160103>té<hex:02160103>ra<hex:02160103>le<hex:02160103>ment leurs ennemis. Mais ils utilisent une technique analogue qui permet d'absorber une partie de l'éther de leur adversaire afin de se soigner et d'obtenir un puissant regain de vitalité.",4,93,0,0,True,True,False,False,False,False,False,False,False,False,False,False
76,76,72277,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Sort spécial utilisé par les mécano-scribes.<hex:02100103>Met au jour les faiblesses de sa cible et les accentue. La personne à l'origine des mécano-scribes les a créés pour révéler les infidélités de sa moitié, et ce n'est que par accident que ses automates se sont vus dotés d'une telle fonctionnalité.",4,196,0,0,True,False,False,False,False,False,False,False,False,False,False,False
77,77,72278,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort utilisé par les ghrahs.<hex:02100103>Aligne son propre éther sur celui de sa cible. Il devient alors temporairement possible de profiter de ses talents innés.",4,40,0,0,False,True,False,False,False,False,False,False,False,False,False,False
78,78,72279,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Terre<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★★<hex:02100103>","Technique spéciale de Ravana.<hex:02100103>Manipule l'éther de terre pour extraire du sol les minerais métalliques qui y sont enfouis. Ces derniers sont ensuite expulsés en une rafale de grains denses qui dévaste tout sur son passage.",4,86,0,0,True,False,False,False,False,False,False,False,False,False,False,False
79,79,72280,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★★<hex:02100103>","Technique spéciale de Sophia.<hex:02100103>La Déesse condamne tous ceux qui menaceraient l'équilibre et l'harmonie, et les punit en faisant pleuvoir des météorites enflammées sur eux.",4,183,0,0,True,False,False,False,False,False,False,False,False,False,False,False
80,80,72281,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Contondant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★★<hex:02100103>","Technique ultime de Justicier.<hex:02100103>Cours<hex:021D0103>! Bondis<hex:021D0103>! Vole à travers l'univers différentiel, Justicier<hex:021D0103>! Nos rêves, nos espoirs, notre amitié, ton amour et ta bravoure<hex:021D0103>! Les forces du mal ne pourront faire face à ces forces conjuguées<hex:021D0103>! Assène-leur un coup de pied justicier, Héros de toujours<hex:021D0103>!",4,139,0,0,True,False,False,False,False,False,False,False,False,False,False,False
81,81,72282,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Perforant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Technique de pêche tra<hex:02160103>di<hex:02160103>tion<hex:02160103>nel<hex:02160103>le des Namazu.<hex:02100103>Donne trois coups de harpon si rapides qu'on peut dif<hex:02160103>fi<hex:02160103>ci<hex:02160103>le<hex:02160103>ment les distinguer à l'œil nu. Certains Namazu se servent également de cette technique pour se défendre.",1,2410,0,0,True,False,False,False,False,False,False,False,False,False,False,False
