key,0,1,2,3
19,70519,70419,"À la lumière des lanternes fantômes","Cela se passe toujours un soir où la lune est couverte par les nuages. Des samouraïs effectuent leur ronde nocturne le long de ruelles obscures, lorsqu'ils aperçoivent au loin la lueur d'une lanterne. Ils s'en approchent, se demandant qui peut bien être encore éveillé à une heure aussi tardive. Cependant, ils ne découvrent personne sur place, seulement une lanterne allumée, posée là, sur le sol. Interloqué – et craignant surtout que l'objet ne déclenche un incendie – l'un des samouraïs tente de s'en saisir. C'est alors qu'une myriade de feux follets apparaît autour de lui. Puis un rire sinistre retentit, comme pour se moquer des samouraïs qui, à présent, tremblent de peur. Enfin, la lanterne s'éteint tout à coup, laissant à nouveau régner le silence et la pénombre... comme si rien ne s'était passé.<hex:02100103>Voilà en bref l'histoire de la lanterne fantôme, une légende urbaine populaire en Hingashi. Dans la plupart des versions, les esprits guetteurs se contentent de surprendre leurs victimes. Mais ceux du mont Rokkon attaquent carrément les visiteurs, ce qui est plutôt surprenant... Tokimori m'a expliqué que le vieux moine ayant de tout temps utilisé ces lanternes, on peut donc en conclure qu'elles tentaient de protéger le Shôjôin des intrus que nous sommes. À propos, j'ai examiné l'une d'elles (après qu'elle est redevenue un objet inanimé, bien sûr). J'ai remarqué dessus une inscription en langue orientale, dont voici la traduction<hex:021D0103>: “Suivez les balises qui éclairent le crépuscule, observez le rite du dieu du feu et éclairez le chemin doré.” Je serais curieux de savoir à quoi ces mots font précisément allusion."
20,70520,70420,"Le courage du paysan","Dans un petit hameau situé aux abords du mont Rokkon, un jeune paysan travaillait son champ d'arrache-pied quand il fut soudain interrompu par des cris stridents. En levant les yeux, il aperçut une repoussante créature en train de s'en prendre à des villageois. Il fut aussitôt tétanisé d'effroi, tandis que lui revenait à l'esprit cette rumeur selon laquelle un monstre mangeur d'hommes avait causé des ravages dans plusieurs bourgs environnants. “Si je ne fais rien, tous mes proches vont y rester<hex:021D0103>!”, pensa-t-il cependant<hex:021D0103>; et c'est ainsi qu'il prit son courage à deux mains, et jeta ses outils à la figure de la bête féroce. Par chance, il parvint à atteindre l'un des points faibles du monstre, le forçant à détaler en direction des montagnes en lâchant un couinement apeuré. Cet exploit resta bien évidemment dans les annales, et les villageois prirent l'habitude de le commémorer, en lançant à l'occasion des outils agricoles sur une monstrueuse effigie faite de bottes de paille nouées entre elles.<hex:02100103>À ce propos, j'ai été surpris de constater que l'outil découvert portait la signature de Nanakusa. On le connaît en tant que forgeron, mais fut un temps où il gagnait sa vie en fabriquant du matériel pour les paysans locaux – un peu comme cet artisan employé de Rowena, qui passe son temps à con<hex:02160103>fec<hex:02160103>tion<hex:02160103>ner des bouilloires pour rembourser sa dette de boisson... À vrai dire, il y aurait beaucoup à raconter au sujet de Nanakusa<hex:021D0103>; j'ai notamment entendu dire que c'était un grand admirateur des quatre animaux sacrés, et qu'il avait disposé des statues d'eux aux quatre coins de son atelier."
21,70521,70421,"L'honneur du guerrier","On trouve en Hingashi de nombreuses pierres incantatoires disposées en divers endroits et servant à prévenir les tremblements de terre. Il en existe justement plusieurs au mont Rokkon, auxquelles serait associée une légende. Celle-ci raconte qu'un jour, un guerrier en pèlerinage passa devant une des pierres. Au moment où il se mit à prier, un monstre féroce apparut devant lui, le corps couvert d'outils agricoles. La créature fondit sur lui, mais il se défendit vaillamment à l'aide de son naginata, qu'il planta pro<hex:02160103>fon<hex:02160103>dé<hex:02160103>ment dans la chair de la bête. Elle se tordit de douleur et, dans sa fureur in<hex:02160103>con<hex:02160103>trô<hex:02160103>la<hex:02160103>ble, se heurta violemment contre la pierre... C'est alors qu'un grondement terrible retentit sou<hex:02160103>dai<hex:02160103>ne<hex:02160103>ment dans la montagne. Surpris par ce qu'il croyait être un séisme, le guerrier lâcha son arme<hex:021D0103>; le monstre en profita pour prendre la fuite, emportant avec lui le précieux naginata... De son côté, l'homme entreprit d'essuyer le sang qui souillait la pierre sacrée. Lorsqu'il eut terminé, le grondement cessa comme par magie... Depuis lors, plus aucune catastrophe ne frappa le mont Rokkon.<hex:02100103>Il existe de multiples versions de cette légende en fonction des régions<hex:021D0103>: dans certaines, le guerrier tue la bête<hex:021D0103>; dans d'autres, c'est le hurlement sinistre de cette dernière qui provoque le grondement de la terre. Hingashi étant depuis la nuit des temps une contrée sujette aux séismes, son folklore regorge de contes similaires mettant en scène un combat contre une créature surnaturelle, véritable incarnation des forces divines. Quant aux pierres incantatoires, certains savants sharlayanais avancent qu'elles peuvent être considérées comme un type d'artefact magique, et proclament même le plus sé<hex:02160103>rieu<hex:02160103>se<hex:02160103>ment du monde que leurs facultés d'apaisement des flux terrestres sont véridiques."
22,70522,70422,"Le sceau du moine","On raconte qu'un jour, un moine itinérant s'est rendu au mont Rokkon pour y méditer. Les conditions étaient idéales<hex:021D0103>: nul vent ne soufflait, et l'on entendait à peine les feuilles frémir dans les arbres. Ainsi, lorsque retentit le bruissement de l'herbe que l'on foule du pied, signalant l'arrivée d'un intrus, l'ascète le perçut instantanément... Il crut d'abord qu'il recevait une visite impromptue et sortit de sa transe, mais ce qu'il vit n'était pas un être humain<hex:021D0103>: une créature féroce, dont le corps était percé de divers outils ainsi que d'un naginata, se tenait devant lui<hex:021D0103>! Il reconnut alors Shishiô, le roi des chimères, et devant une telle menace, il empoigna aussitôt son khakkhara. La bête était certes blessée et ne cherchait qu'à survivre, mais il était dangereux de la laisser en liberté alors qu'elle avait déjà fait tant de victimes. Au bout d'une lutte acharnée, le moine parvint finalement à sceller Shishiô dans un rocher, et c'est afin de pouvoir veiller sur le sceau qu'il fonda par la suite le Shôjôin.<hex:02100103>Le khakkhara du moine, avec lequel il avait emprisonné la créature, n'est pas un bâton comme les autres<hex:021D0103>: c'est une arme mystique dont le tintement des anneaux peut à la fois annihiler le mal et servir de moyen de défense. Je suis malheureusement incapable de me battre comme ce moine, mais un tel instrument aurait sans doute facilité mon ascension du mont Rokkon. Quoi qu'il en soit, je me félicite d'être parvenu au bout de cette aventure sans rencontrer de trop lourdes difficultés pour mes frêles épaules. S'il avait fallu crapahuter sur des piles de caisses en bois ou sur des falaises abruptes, je doute que je serais allé bien loin..."
23,70523,70423,"Les pétales du souvenir","Il était autrefois un prêtre onmyo qui avait prématurément perdu sa jeune épouse bien-aimée. Le pauvre homme vieillit sans jamais faire son deuil, et comme pour faire écho à son chagrin, le cerisier planté en l'honneur de leur union fleurissait de moins en moins au fil des années. Un jour, alors qu'il priait pour que l'arbre symbole des jours heureux retrouve sa splendeur d'antan, le dogû con<hex:02160103>fec<hex:02160103>tion<hex:02160103>né par sa femme de son vivant – et qu'il conservait en souvenir d'elle – se mit à briller. Puis, comme par magie, le cerisier retrouva une seconde jeunesse dans les semaines qui suivirent. Convaincu qu'il s'agissait là d'un signe de son épouse pour le réconforter, il s'occupa ensuite de l'arbre comme de son propre enfant, chérissant printemps après printemps son éphémère manteau fleuri et menant une vie paisible jusqu'à la fin de ses jours.<hex:02100103>En écrivant cette histoire, je me remémore notre rencontre avec Yozakura, cette shinobi qui s'est mise en travers de notre route. D'après les dires de Tsubaki, elle a grandi dans un clan ninja appelé “Hanakakure”, au sein duquel elle a appris des techniques de ninjutsu très par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>res basées sur l'usage de fleurs. Envoyée au mont Rokkon par le seigneur Uzumibi, c'est alors qu'elle aidait des villageois à fuir une attaque que son destin bascula. Selon Tokimori cette fois, dans un geste désespéré, elle s'interposa entre un enfant resté en arrière et un monstre sur le point de le dévorer, payant héroïquement de sa propre vie pour qu'une autre soit épargnée. Si la Yozakura que nous avons affrontée n'était en fait que son cadavre animé par quelque entité malfaisante, j'espère au moins que son âme aura enfin trouvé le repos qu'elle mérite..."
24,70524,70424,"La grande pipe sacrée","La légende raconte que cette pipe a le pouvoir de faire de son possesseur le plus heureux des hommes, ou au contraire de lui infliger un destin misérable. Je ne peux m'empêcher de penser que cette histoire à dormir debout est née de l'imagination d'une personne cherchant dé<hex:02160103>ses<hex:02160103>pé<hex:02160103>ré<hex:02160103>ment une explication à son sort... Cependant, étant donné l'avidité de Gôrai pour les objets précieux, ainsi que l'énergie spirituelle intense dans laquelle baigne le mont Rokkon, il est tout à fait possible que la grande pipe sacrée ait bel et bien été habitée par un esprit divin. Mettons-nous un instant à la place dudit moine, lorsqu'il rendit son dernier souffle<hex:021D0103>: s'estimait-il heureux, entouré de sa riche collection d'artefacts, ou bien était-il dépité d'être devenu une créature monstrueuse rongée par une cupidité sans limites<hex:021D0103>?<hex:02100103>En fin de compte, je crois que le bonheur et le malheur sont des notions qui dépendent des sentiments de tout un chacun. Ayant moi-même grandi en tant qu'orphelin, j'aurais tendance à être rangé dans la catégorie des “malheureux”, mais ma vision personnelle des choses est tout autre. A contrario des idées reçues, cette jeunesse difficile m'aura permis d'apprendre l'art du commerce au fil d'innombrables rencontres et découvertes. Lorsque je repense au chemin parcouru, je me dis que la première moitié de ma vie n'était pas si mauvaise, après tout... J'ignore si le fait d'avoir croisé la grande pipe sacrée sur ma route y est pour quelque chose, mais aujourd'hui, je peux me considérer sans l'ombre d'un doute comme un homme heureux."
25,70525,70425,"L'étrange familier","“Un type louche a envoyé d'étranges statues animées à nos trousses. On aurait dit des guhasaya, c'était horrible<hex:021D0103>!”<hex:02100103><hex:02100103>Lorsque Matsya m'a parlé de ces sculptures en bois capables de se mouvoir, j'ai im<hex:02160103>mé<hex:02160103>dia<hex:02160103>te<hex:02160103>ment pensé à des golems. J'avais entendu dire qu'en Orient, il existait même des automates de bois qui servaient de golems de combat... Mais quand j'en ai touché un mot à Kalika, il m'a expliqué que les anciens habitants d'Aloalo utilisaient un type de familiers appelés “Quaqua”. J'imagine que ce sont les statues vivantes que nos amis ont eu le malheur de croiser. Il reste en outre d'autres créatures similaires sur l'île, qui peuvent s'avérer agressives envers d'éventuels intrus. Il vaut mieux donc garder l'œil ouvert en permanence.<hex:02100103>L'arcanisme ancestral des îles méridionales considérait les joyaux comme des objets à mi-chemin entre le vivant et l'inanimé. Voilà pourquoi ils servent de cœur aux familiers qui en sont presque systématiquement pourvus. D'ailleurs, en réfléchissant bien, on peut très bien traiter le bois en tant que matière entre l'animé et l'inanimé. Avant que l'usage des joyaux ne se répande, le bois était donc na<hex:02160103>tu<hex:02160103>rel<hex:02160103>le<hex:02160103>ment un choix privilégié dans la confection de familiers. Si le fameux “type louche” dont parle Matsya a réussi à réveiller ces créatures et à leur donner des ordres, il doit vraisemblablement posséder une grande affinité pour la magie arcanique."
26,70526,70426,"Les peuples d'Aloalo","“Aloalo est en de nombreux points similaire à Thavnair<hex:021D0103>: la nature y est foisonnante et les richesses de la mer ne manquent pas non plus... Pourtant, l'île a été totalement abandonnée. Pourquoi donc<hex:021D0103>?”<hex:02100103><hex:02100103>Même si Aloalo peut sembler paradisiaque au premier abord, la surface habitable de l'île est très réduite, les phénomènes climatiques fréquents, et les ressources plutôt limitées. Voilà pourquoi elle reste vulnérable aux catastrophes naturelles. Au cours de son histoire, l'île a connu plusieurs vagues de peuplement puis d'exode.<hex:02100103>D'après les divers récits que Kalika a pu collecter, les plus anciens occupants de l'île remontent à la fin de la 4e ère astrale. Mais lorsque frappa le cinquième fléau, que l'on décrit souvent comme une ère glaciaire, cette nation disparut totalement, laissant derrière elle la fameuse statue de leur prêtresse. Même s'il reste des preuves de leur existence, ses re<hex:02160103>pré<hex:02160103>sen<hex:02160103>tants héritèrent du nom de “peuple oublié”.<hex:02100103>Le temps passa, et les populations qui finirent par s'installer au cours de la 5e ère astrale prirent goût à l'art de la navigation. Une partie d'entre eux s'en alla braver les océans, et se rendit même sur l'île de Vylbrand, où ils fondèrent la cité-État de Nym. Néanmoins, cette dernière fut détruite pendant le sixième fléau, et les descendants de ces pionniers se réfugièrent à leur tour sur Aloalo. Lors de l'ère suivante, l'arithmétique connut son essor sur l'île, et les plus hardis décidèrent donc de retenter leur chance sur Vylbrand, où ils établirent les premières écoles d'arcanisme. Mal<hex:02160103>heu<hex:02160103>reu<hex:02160103>se<hex:02160103>ment, il y a une centaine d'années, un terrible volcan sous-marin se réveilla, menaçant la vie sur Aloalo et poussant les habitants à l'exode. Voilà qui prouve bien l'adage<hex:021D0103>: “L'Histoire n'est qu'un perpétuel recommencement<hex:021D0103>!”"
27,70527,70427,"Le Dieu des mers et des cieux","“L'étrange baleine volante que nous avons croisée était aussi colorée qu'une étoffe thavnairoise... Par contre, je ne m'attendais pas à ce qu'elle soit si virulente, on a vraiment eu chaud<hex:021D0103>!”<hex:02100103><hex:02100103>Les légendes autour de la baleine volante des îles méridionales sont légion. Kalika nous a raconté que, bien que cette créature soit avant tout connue sous le nom de “choc-gueule”, les habitants d'Aloalo l'appelaient Ketuduke, et la considéraient comme une envoyée des Dieux. En apprenant cela, le pauvre Matsya fut pris d'un soudain cas de conscience, persuadé d'avoir abattu une créature sacrée. Afin d'apaiser les craintes du brave pêcheur, notre ami à plumes lui a recommandé d'offrir une prière devant la statue de baleine située sur l'île. La procédure à suivre pour reproduire le rituel comme l'aurait fait un autochtone étant fastidieuse, j'ai choisi de la noter.<hex:02100103>Tout d'abord, il faut trouver l'autel où sont déposées les statues en bois des divinités animales. Ensuite, devant la sculpture de baleine, le pèlerin doit entonner le chant suivant<hex:021D0103>: “Ô Dieu qui parcourt l'horizon<hex:021D0103>!”, pour obtenir sa bénédiction. Il faut ensuite entamer un tour complet autour des statues des Dieux, dans le sens des aiguilles d'une montre, puis à nouveau dans le sens contraire, et terminer le rituel par une danse devant la statue de la baleine. Ces pratiques sont pour le moins singulières, mais le culte des divinités de la nature n'est pas sans rappeler les différentes religions présentes à Thavnair."
28,70528,70428,"Le goûteur de poison","“De toute ma vie de pêcheur, jamais un poisson ne m'aura donné autant de fil à retordre<hex:021D0103>!”<hex:02100103><hex:02100103>Ce barracuda dragon ferré par Matsya a la particularité d'emmagasiner dans son corps le poison contenu dans sa nourriture, le rendant impropre à la consommation. Toutefois, il n'est pas toxique à l'état naturel, ce qui laisse croire qu'il existe des spécimens “sains” quelque part dans la nature. Sachant cela, je doute que quiconque soit assez fou pour prendre le risque de goûter la chair sauvage de cet animal, mais plus j'y pense, plus je me dis que certains parmi mes confrères seraient prêts à mettre leur vie en jeu pour l'amour de la science. Heu<hex:02160103>reu<hex:02160103>se<hex:02160103>ment, les archives du Grand Œuvre contenaient déjà des in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions détaillées sur ce poisson, évitant ainsi tout risque pour la santé.<hex:02100103>Les toxines accumulées dans son corps sont similaires à celles trouvées chez les hamsa, et peuvent servir d'ingrédient alchimique. L'île d'Aloalo offrant une nature foisonnante, on peut imaginer que cet animal dispose d'un large panel de nourriture. Kalika nous a par ailleurs expliqué que les habitants de l'île l'affectionnaient par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement pour ses vertus de grand nettoyeur des fonds marins. Lorsqu'ils en pêchaient un, ils le relâchaient im<hex:02160103>mé<hex:02160103>dia<hex:02160103>te<hex:02160103>ment après lui avoir adressé une prière en guise d'excuses. Je me demande si Matsya a bien fait d'en ramener un avec lui..."
29,70529,70429,"Arithmétique et arcanisme ancien","“J'ai été surpris de trouver autant de fleurs en chemin. Avec leur couleur rouge intense, elles contrastaient énormément avec la verdure luxuriante des lieux... Mais le plus étonnant aura été la drôle de statue de bois qui nous barra la route<hex:021D0103>!”<hex:02100103><hex:02100103>Il y a environ cent ans, un volcan sous-marin proche de l'île est entré en éruption. Outre le risque de raz-de-marée, les nuages immenses de fumée dégagée finirent par bloquer les rayons du soleil, forçant les habitants à quitter, non sans regrets, leur terre natale. Si leurs navires parvinrent à échapper de justesse aux terribles vagues, ils furent assaillis par une pluie de roches envoyées dans l'atmosphère par le volcan, ce qui rendit l'exode plus périlleux que prévu.<hex:02100103>De plus, Aloalo regorgeait d'une grande quantité d'artefacts, allant des rapports de recherche d'arithmétique aux grimoires liés à l'arcanisme, tant et si bien qu'il fut impossible d'emporter tous ces objets hors de l'île. Beaucoup durent être laissés sur place, notamment “Lala”, le gardien de bois dont fait mention Matsya. Kalika nous a expliqué que si la créature avait réussi à survivre, la plupart des écrits avaient été engloutis par la nature<hex:021D0103>; au bout de plusieurs années, il n'en resta plus aucune trace. Bien qu'Aloalo soit aujourd'hui inhabitée, il existe en revanche d'autres îles encore peuplées dans l'archipel. Peut-être pourrions-nous y trouver des archives datant de l'exode<hex:021D0103>?"
30,70530,70430,"Rassemblés sous l'Incalculable","“On trouve des arbres immenses à Thavnair, mais rien qui n'égale ce que j'ai pu voir sur Aloalo<hex:021D0103>! Est-ce dû à l'influence du fameux joyau<hex:021D0103>?”<hex:02100103><hex:02100103>L'arbre géant étendait déjà ses branches vers les cieux lorsque Kalika est né. Des habitants férus d'arithmétique se sont rassemblés petit à petit autour du tronc et ont fondé un hameau. On raconte qu'ils cherchaient à découvrir la nature du pouvoir émanant du joyau de la prêtresse, en l'analysant d'un point de vue mathématique. Ce sont ces recherches qui les ont motivés à graver de nombreux cercles magiques sur le tronc et les branches de l'arbre. Parmi ceux mentionnés par Kalika, j'ai été intrigué par celui qui favorisait la croissance des plantes en extrayant l'éther du sang des créatures magiques. Selon l'oiseau, en sacrifiant quatre monstres, les arithméticiens pouvaient faire pousser les branches de l'Incalculable. Si cette histoire est avérée, cela pourrait ouvrir de nouvelles voies à explorer pour mes compagnons.<hex:02100103>Toutefois, une chose piquait mon attention au plus haut point<hex:021D0103>: si ces savants souhaitaient tant étudier le joyau de la prêtresse, pourquoi ne pas habiter au plus près du sanctuaire où repose la statue<hex:021D0103>? Kalika me rétorqua que le peuple oublié avait vraisemblablement déployé une puissante magie autour des lieux, diffusant un brouillard épais qui empêchait quiconque de s'approcher du site sacré. Les arithméticiens voulaient créer des outils magiques pour franchir ce brouillard, et s'installèrent en premier lieu près de l'arbre. Mais ils s'y sentirent tellement à l'aise qu'ils choisirent d'y rester même une fois leurs recherches terminées."
31,70531,70431,"Une preuve d'amour","“J'imaginais qu'en visitant l'arbre géant d'Aloalo, on pourrait tomber sur d'autres oiseaux dotés de parole comme Kalika, mais il faut croire qu'il est le seul<hex:021D0103>!”<hex:02100103><hex:02100103>Lorsque notre ami à plumes entendit ces mots sortir de la bouche de Matsya, il s'exclama fièrement qu'il était le seul et unique passereau capable de manier la langue des Hommes. Toutefois, ce type d'oiseau vit sur Aloalo depuis si longtemps qu'il est même devenu l'objet d'un culte. J'ai alors saisi ma chance, pensant ainsi améliorer ma relation avec Kalika, et lui ai demandé s'il existait une prière spécifique dédiée au passereau. Le rituel n'étant pas des plus aisés, j'ai pris la peine d'écrire quelques notes.<hex:02100103>Une fois rendu jusqu'à l'autel où reposent les statues de bois des divinités animales, il faut se placer devant la sculpture du passereau et déclarer<hex:021D0103>: “Ô Dieu qui virevolte dans les cieux<hex:021D0103>!”, afin de recevoir sa bénédiction. Il faut ensuite envoyer un baiser à la statue, puis entamer un tour complet autour de l'autel dans le sens des aiguilles d'une montre, et terminer le rituel par une danse devant la statue du passereau. Par curiosité, j'ai moi-même envoyé un baiser à Kalika pour voir si je pouvais obtenir la bénédiction du Dieu, mais le volatile m'a simplement gratifié d'un long soupir empli de gêne... Dire que j'ai mis tout mon cœur à le remettre sur pied, ce petit ingrat<hex:021D0103>! Mais il est si adorable que je suis incapable de lui en vouloir bien longtemps. Je me demande si sa gratitude dépend directement de la qualité de mes repas... Peut-être fallait-il plutôt le couvrir de bisous tous les jours<hex:021D0103>? Ou alors... (S'épanche avec longueur sur son amour pour la créature à plumes)"
32,70532,70432,"Le poisson de la sagesse","“Qui aurait pu croire que des poissons se cachaient au cœur d'un arbre gigantesque<hex:021D0103>? Je n'ai pas l'habitude de pêcher en eau douce, mais c'est tout aussi plaisant<hex:021D0103>!”<hex:02100103><hex:02100103>D'après Kalika, le poisson que Matsya a ramené s'appelle “Wholokailo”. Les anciens habitants d'Aloalo utilisaient ses écailles séchées qu'ils polissaient et arrondissaient pour servir de boules dans les abaques. Sans compter que sa chair était également très appréciée, on avait même coutume de l'appeler af<hex:02160103>fec<hex:02160103>tueu<hex:02160103>se<hex:02160103>ment “le poisson qui rend intelligent”. Mon instinct d'alchimiste brûlait d'envie de vérifier si les nutriments le constituant possédaient véritablement un effet bénéfique pour le cerveau, ou s'il s'agissait simplement d'un vieil adage d'arithméticien.<hex:02100103>J'ai donc entrepris des recherches poussées sur le spécimen apporté par Matsya, et le résultat fut sans appel... La partie comestible de ce poisson ne présente aucun élément rare ou par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement remarquable. Plus surprenantes en vérité sont ses écailles qui, une fois séchées, possèdent des vertus médicinales et fournissent des ingrédients alchimiques très utiles. Si quelqu'un souhaite “devenir intelligent” en consommant ce poisson, il reste la possibilité de le griller à la broche avant de le manger entièrement... Toutefois, même cuisinées de cette manière, les écailles restent ex<hex:02160103>trê<hex:02160103>me<hex:02160103>ment dures et très amères. Je recommanderais plutôt de les sécher puis de les broyer en une fine poudre afin d'en faire des pilules."
33,70533,70433,"Un familier pas comme les autres","“Cette vilaine fée nous en aura fait voir de toutes les couleurs<hex:021D0103>! J'espère qu'on ne la croisera plus jamais...”<hex:02100103><hex:02100103>La créature dont parlait Matsya est un familier magique connu sous le nom de Statice. Kalika a lui aussi été confronté à ses frasques<hex:021D0103>: elle l'avait pris en chasse avec ses étranges jouets pour tenter de le capturer. Quel être fourbe et malicieux... Je me demande s'il n'existe pas un moyen d'éviter ses pièges.<hex:02100103>D'après notre ami à plumes, lorsque la cité de Nym disparut emportée par le sixième fléau, de nombreux érudits militaires trouvèrent refuge à Aloalo, ce qui explique comment des fées ont pu également se retrouver sur l'île. En temps normal, quand un mage décède, les créatures qu'il a pu invoquer finissent par s'évanouir à leur tour, faute d'éther pour les alimenter. J'en déduis que Statice a trouvé le moyen de s'approvisionner en éther d'elle-même, et je suppute même que cela est lié au joyau de la prêtresse et à son pouvoir de croissance.<hex:02100103>La technique d'invocation qui permit de matérialiser cette fée dans notre monde est la forme originelle du fameux Carbuncle dont se servent les arcanistes de nos jours. Il est d'ailleurs bon à savoir que si l'on remonte encore plus loin dans le passé, on constate que le “peuple oublié” usait également d'une magie similaire pour contrôler des familiers sculptés dans le bois."
34,70534,70434,"Les vestiges de la foi","“Nous nous sommes retrouvés au milieu des ruines, et il s'en dégageait une atmosphère par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>re, presque sacrée. Je pense que c'est le lieu où étaient vénérées les divinités d'Aloalo...”<hex:02100103><hex:02100103>En essayant de comparer l'endroit en question avec ce qu'il connaissait de Thavnair, Matsya m'a expliqué qu'il lui rappelait le temple du Purusa dans la jungle des Sangha. Kalika m'a par ailleurs confirmé qu'il s'agissait d'un lieu de culte fréquenté par les anciens habitants. Au milieu de ces ruines se situe un autel de rituels où sont posées des sculptures des divinités de l'île. On y trouve, par exemple, la statue d'une tortue de mer, l'animal étant considéré comme sacré. Kalika a d'ailleurs suggéré à Matsya de rendre hommage à ce Dieu en particulier, car il était vénéré en tant que protecteur des voyageurs en mer. La prière à adresser n'étant pas des plus simples, je me suis permis de prendre quelques notes.<hex:02100103>Une fois rendu devant l'autel où reposent les statues de bois des divinités animales, il faut se placer devant la sculpture de la tortue et déclarer<hex:021D0103>: “Ô Dieu qui arpente la mer et la terre<hex:021D0103>!”, afin de recevoir sa bénédiction. Le pèlerin doit ensuite effectuer deux tours complets autour de l'autel dans le sens inverse des aiguilles d'une montre, et terminer le rituel en s'inclinant devant la statue de la tortue.<hex:02100103>D'ailleurs, plusieurs statues de divinités ont été disposées le long des ruines, et je me demande si leur ordre ne serait pas tout aussi significatif... Quoi qu'il en soit, il est intéressant de constater que tout comme à Radz-at-Han de nos jours, les croyances religieuses d'Aloalo faisaient partie intégrante de la vie quotidienne."
35,70535,70435,"Le poisson lalafell","“J'ai déniché un poisson vraiment pas commun<hex:021D0103>! Sa tête ressemble à celle d'une personne, j'oserais même dire qu'il est mignon<hex:021D0103>!”<hex:02100103><hex:02100103>Même si mon amitié avec Matsya remonte à bien longtemps, nous ne sommes pas toujours en accord sur tous les sujets, et ce poisson fait partie de nos rares causes de discorde. Si je devais être par<hex:02160103>fai<hex:02160103>te<hex:02160103>ment honnête, je trouve que la créature qu'il a ramenée d'Aloalo est tout simplement cauchemardesque. Je pense que lui et moi possédons des critères de “mignonnitude” totalement irréconciliables, car personne ne me fera croire qu'une poiscaille à tête d'ahuri puisse surpasser l'adorable Kalika<hex:021D0103>!<hex:02100103>Quoi qu'il en soit, laissons de côté ce triste désaccord avec mon vieil ami pour le moment. Lorsque j'ai interrogé Kalika à propos de cet étrange poisson, il m'a répondu que les habitants de l'île d'Aloalo l'avaient baptisé “Lalaulusu”. Ils racontaient que cette créature était en vérité un Lalafell tombé dans les eaux un jour de tempête, et se servaient de cette légende pour mettre en garde les enfants de ne pas s'aventurer dehors quand les éléments se déchaînent. Même si j'aimerais croire qu'il ne s'agit que d'un conte né de la sagesse populaire, je me trouve face à un dilemme éthique quant à savoir si nous pouvons utiliser ce poisson comme ingrédient alchimique ou non. Rien que d'imaginer cette histoire s'avérant exacte... j'en ai des frissons dans le dos<hex:021D0103>!"
36,70536,70436,"Des souvenirs éclatants","“J'ai remonté un poisson brillant comme l'or, du jamais vu à Thavnair<hex:021D0103>! Aucun doute pour moi, il s'agit du maître des eaux d'Aloalo<hex:021D0103>!”<hex:02100103><hex:02100103>À l'époque où une épidémie de fièvre s'était abattue sur les jeunes enfants d'Aloalo, la viande des poissons pêchés dans les eaux du sanctuaire était transformée en boulettes et servie dans une soupe pour les malades, qui se rétablissaient alors rapidement. Les habitants constatèrent également que les petits soignés de cette manière grandissaient en bonne santé et ne souffraient plus d'aucune maladie. Depuis lors, la tradition voulut que chaque fois qu'un nouveau bébé naquit sur l'île, on lui offrit des boulettes de “gombessa”, le poisson doré du sanctuaire. Je suppose que la présence de la statue de la prêtresse et de son joyau aux pouvoirs étranges est sûrement la cause des vertus de cet animal. Il devrait en tout cas constituer un ingrédient alchimique de premier choix<hex:021D0103>!<hex:02100103>Bien que je connaisse Matsya depuis l'enfance, nous n'avons jamais eu l'occasion d'œuvrer main dans la main sur un même projet, en partie à cause de nos professions respectives si différentes. Je suis ravi d'avoir pu enfin passer un peu de temps en sa compagnie, notamment grâce à l'arrivée impromptue de l'adorable Kalika, mais également en raison des expéditions à Aloalo qui m'ont permis d'étudier des matériaux alchimiques rares. J'ai commencé à écrire ce carnet dans l'espoir qu'il serait utile à Matsya et à <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>. Toutefois, plus je le remplis, plus j'ai l'impression qu'il réunit l'essentiel de notre col<hex:02160103>la<hex:02160103>bo<hex:02160103>ra<hex:02160103>tion ainsi que les souvenirs impérissables qu'elle nous a laissés. Je suis vraiment très re<hex:02160103>con<hex:02160103>nais<hex:02160103>sant d'avoir pu participer, à ma façon, à une si grande aventure."
